sent_id,noun_phrase
64012,a fee
64013,heart
64015,part
64015,wife
64015,first gift
64016,A thing stuck
64016,finger
64017,flesh
64018,love
64018,a ring
64019,part
64021,finger
64021,the wealth
64022,the world
64022,faith
64023,wife
64023,a cause
64023,grief
64025,left hand
64026,the ring
64027,ring
64028,the judge
64029,the boy
64029,clerk
64030,writing
64031,neither man
64031,master
64031,aught
64033,lord
64035,a lie
64035,a fault
64036,finger
64037,the ring
64038,false heart
64038,truth
64039,heaven
64039,bed
64040,the ring
64042,mine
64044,the ring
64045,the ring
64046,the ring
64047,the ring
64048,nought
64048,the ring
64049,the strength
64049,displeasure
64050,the virtue
64050,the ring
64051,half
64051,worthiness
64051,the ring
64052,own honour
64052,the ring
64053,the ring
64054,man
64056,zeal
64056,the modesty
64057,the thing
64057,a ceremony
64058,Nerissa
64059,for't
64059,some woman
64059,the ring
64060,honour
64060,madam
64060,soul
64061,No woman
64061,a civil doctor
64063,begg
64063,the ring
64065,life
64066,dear friend
64066,lady
64068,shame
64068,courtesy
64069,honour
64070,good lady
64071,the night
64072,begg
64073,The ring
64073,the worthy doctor
64074,doctor
64074,house
64075,the jewel
64078,any thing
64079,body
64079,husband
64079,bed
64081,a night
64081,home
64083,mine honour
64084,that doctor
64084,bedfellow
64085,clerk
64086,own protection
64088,the young clerk
64088,pen
64089,the unhappy subject
64090,welcome notwithstanding
64092,the hearing
64093,thine
64097,each eye
64097,swear
64097,double self
64098,an oath
64098,credit
64100,this fault
64100,soul
64101,an oath
64101,thee
64102,body
64102,wealth
64103,husband
64103,ring
64105,soul
64105,the forfeit
64105,lord
64106,break faith
64107,surety
64109,this ring
64110,heaven
64110,the doctor
64111,pardon
64112,this ring
64112,the doctor lay
64114,boy
64114,the doctor
64114,clerk
64115,lieu
64115,this last night
64115,lie
64116,the mending
64117,summer
64120,a letter
64120,leisure
64121,Bellario
64122,the doctor
64123,Nerissa
64123,clerk
64123,Lorenzo
64124,witness
64126,house
64127,news
64127,store
64128,this letter
64131,strange accident
64132,this letter
64134,the doctor
64135,the clerk
64136,the clerk
64137,a man
64138,doctor
64139,wife
64140,lady
64140,life
64140,living
64142,road
64144,clerk hath
64145,a fee
64147,a special deed
64147,gift
64148,death
64149,the way
64151,morning
64156,the first inter'gatory
64158,the next night
64158,stay
64159,day
64160,the day
64161,the doctor
64161,clerk
64162,no other thing
64163,ring
64164,Exeunt
64165,ACT
64166,house
64169,chamber matter
64170,esquire
64171,the county
64171,justice
64171,peace
64173,cousin
64174,a gentleman born
64175,master parson
64176,bill
64176,warrant
64176,quittance
64176,obligation
64177,any time
64179,hath done't
64181,the dozen
64181,coat
64182,an old coat
64183,The dozen
64183,an old coat
64184,passant
64184,a familiar beast
64185,man
64186,The luce
64186,the fresh fish
64186,the salt fish
64186,an old coat
64187,quarter
64187,coz
64189,quarter
64190,a whit
64191,py
64191,r lady
64191,a quarter
64191,coat
64195,the church
64196,benevolence
64198,The council
64198,a riot
64199,the council
64199,a riot
64200,fear
64200,a riot
64200,the council
64200,look
64201,desire
64201,the fear
64202,riot
64203,Ha
64203,o
64203,life
64203,the sword
64205,the sword
64206,another device
64206,prain
64207,peradventure
64208,daughter
64209,Page
64209,pretty virginity
64210,hair
64211,a woman
64212,fery person
64212,the orld
64214,gold
64214,silver
64214,grandsire
64216,give
64217,a goot motion
64218,a marriage
64220,grandsire
64220,pound
64221,father
64221,a petter penny
64222,the young gentlewoman
64225,Shall
64225,a lie
64225,a liar
64227,The knight
64228,beseech
64229,peat
64229,the door
64231,hoa
64231,house
64232,[
64234,plessing
64234,friend
64236,another tale
64239,venison
64241,good heart
64241,venison
64243,thank
64243,heart
64243,la
64243,heart
64245,yea
64247,fallow greyhound
64247,sir
64249,sir
64251,fault
64251,fault
64252,'t
64252,a good dog
64253,A cur
64253,sir
64254,a good dog
64254,a fair dog
64256,Falstaff
64258,office
64261,some sort confess
64264,hath
64264,a word
64265,esquire
64265,saith
64268,the king
64269,deer
64270,broke
64270,lodge
64271,keeper
64271,daughter
64272,a pin
64275,The council
64276,counsel
64278,verba
64278,goot
64279,good cabbage
64280,head
64280,matter
64281,sir
64281,matter
64281,head
64285,no matter
64287,no matter
64288,pauca
64288,pauca
64288,slice
64288,humour
64289,man
64289,cousin
64290,Peace
64291,this matter
64293,party
64294,host
64296,goot
64296,a prief
64297,book
64297,ork
64297,the cause
64299,Pistol
64301,The tevil
64301,tam
64301,phrase
64302,ear
64303,purse
64305,mine own great chamber
64307,cost
64308,pence apiece
64311,thou mountain-foreigner
64311,mine
64312,challenge
64312,this latten bilbo
64313,denial
64314,denial
64314,froth
64314,scum
64316,sir
64317,trap
64317,the nuthook
64318,humour
64318,note
64319,this hat
64319,the red face
64321,drunk
64321,an ass
64323,sir
64323,part
64323,the gentleman
64323,drunk
64325,fie
64325,the ignorance
64329,matter
64329,drunk whilst
64330,company
64330,this trick
64332,the fear
64333,a virtuous mind
64335,wine
64336,daughter
64336,the wine
64337,Exit
64340,troth
64341,leave
64341,good mistress
64343,bid
64344,hot venison pasty
64344,dinner
64344,come
64345,all unkindness
64347,Book
64350,Simple
64354,a fortnight
64356,coz
64356,coz
64356,A word
64357,marry
64357,coz
64358,tender
64358,a kind
64358,tender
64360,sir
64361,reason
64364,ear
64365,description
64365,the matter
64365,capacity
64366,cousin
64367,a justice
64367,peace
64368,country
64369,the question
64369,the question
64370,marriage
64371,the point
64371,sir
64372,point
64376,mouth
64377,parcel
64378,mouth
64379,the maid
64382,reason
64386,good dowry
64387,thing
64388,request
64388,cousin
64388,any reason
64389,sweet coz
64390,the maid
64391,sir
64391,request
64392,no great love
64392,the beginning
64393,decrease
64393,acquaintance
64394,occasion
64395,upon familiarity
64395,contempt
64398,a fery discretion answer
64398,the fall
64399,the ort
64399,the ort
64400,meaning
64400,meaning
64401,cousin meant well
64402,la
64405,sake
64406,The dinner
64406,the table
64406,father
64407,company
64409,absence
64409,the grace
64411,worship
64411,sir
64413,The dinner
64415,sirrah
64415,man
64415,wait
64416,cousin
64417,Exit
64418,A justice
64418,peace
64419,friend
64419,a man
64419,a boy
64420,mother
64421,a poor gentleman
64422,worship
64423,sit till
64424,faith
64424,nothing
64427,walk
64428,shin th
64428,other day
64428,sword
64429,dagger
64429,a master
64429,fence
64430,dish
64430,troth
64431,the smell
64431,hot meat
64432,bark
64432,i
64432,the town
64434,the sport
64434,quarrel
64435,any man
64436,the bear
64437,sir
64438,meat
64438,drink
64439,loose twenty
64440,the chain
64444,Re-enter PAGE
64446,nothing
64447,cock
64447,pie
64447,sir
64447,come
64448,pray
64448,the way
64449,sir
64451,sir
64451,pray
64452,troublesome
64453,la
64454,Exeunt
64457,ask
64457,house
64458,the way
64459,the manner
64459,nurse
64460,nurse
64460,cook
64460,laundry
64460,washer
64461,wringer
64462,sir
64463,this letter
64464,a 'oman
64464,altogether
64464,acquaintance
64465,Page
64465,the letter
64466,master
64468,an end
64468,dinner
64468,cheese
64469,Exeunt
64470,A room
64472,host
64473,bully-rook
64474,host
64476,cashier
64476,trot
64476,trot
64477,a week
64478,an emperor
64480,tap
64481,good mine host
64484,lime
64484,a word
64485,Exit
64486,A tapster
64486,a good trade
64487,an old cloak
64487,a new jerkin
64488,serving-man
64488,a fresh tapster
64488,adieu
64489,a life
64490,base
64490,wight
64490,wilt
64490,the spigot wield
64491,Exit
64492,drink
64492,the humour
64493,acquit
64493,this tinderbox
64494,filching
64495,unskilful singer
64495,time
64496,The good humour
64496,a minute
64496,rest
64497,the wise
64497,'Steal
64497,foh
64497,a fico
64498,the phrase
64500,ensue
64501,no remedy
64502,Young
64502,food
64503,this town
64504,the wight
64504,substance good
64505,lads
64507,the waist
64508,no waste
64509,thrift
64509,love
64510,wife
64510,entertainment
64511,the leer
64511,invitation
64512,the action
64512,familiar style
64513,voice
64513,behavior
64516,honesty
64517,The anchor
64517,pass
64518,the report
64518,the rule
64519,husband
64519,purse
64519,a legion
64521,The humour
64522,a letter
64523,wife
64525,the beam
64525,view
64526,foot
64527,the sun
64527,dunghill shine
64528,thee
64528,that humour
64529,O
64529,course
64530,greedy intention
64530,the appetite
64530,eye
64531,seem
64531,a burning-glass
64532,another letter
64532,the purse
64533,a region
64533,all gold
64533,bounty
64534,cheater
64536,bear thou
64537,this letter
64539,Shall
64539,become
64540,side
64540,steel
64541,no base humour
64542,humour-letter
64542,the havior
64542,reputation
64543,[
64543,sirrah
64544,pinnace
64545,hence
64545,avaunt
64546,the hoof
64546,seek shelter
64546,pack
64547,the humour
64547,the age
64548,French thrift
64548,page
64550,gourd
64550,fullam
64552,Tester
64552,thou
64552,lack
64554,revenge
64555,thou revenge
64556,welkin
64556,star
64557,wit
64557,steel
64558,the humours
64559,the humour
64559,this love
64561,varlet vile
64562,dove
64562,gold
64563,soft couch defile
64564,humour
64564,Page
64565,deal
64565,poison
64566,yellowness
64566,the revolt
64566,mine
64567,true humour
64568,troop
64569,Exeunt
64570,A room
64570,house
64572,thee
64572,the casement
64573,master
64574,faith
64575,body
64575,the house
64575,an old abusing
64576,patience
64576,the king
64577,watch
64578,a posset for't
64578,night
64579,faith
64579,the latter end
64579,a sea-coal fire
64580,Exit
64581,An honest
64581,kind fellow
64582,house withal
64583,no breed-bate
64583,fault
64584,something
64585,that way
64585,nobody
64585,fault
64586,that pass
64586,name
64587,fault
64588,master
64589,forsooth
64590,a great round
64591,glover
64591,paring-knife
64592,a little wee face
64593,little yellow beard
64593,a Cain-coloured beard
64594,A softly-sprighted man
64595,forsooth
64595,tall
64595,a man
64596,head
64596,fought
64597,a warrener
64599,head
64599,strut
64599,gait
64601,fortune
64601,Tell
64603,master
64603,a good girl
64605,master
64606,good young man
64607,this closet
64608,the closet
64610,inquire
64610,master
64611,home
64613,c
64616,closet un boitier vert
64616,a box
64617,a green-a box
64617,vat
64617,a green-a box
64618,forsooth
64621,the young man
64622,fe
64622,fe
64622,fe
64622,ma foi
64622,il fait fort chaud
64622,Je
64623,m'en
64623,cour
64623,grande affaire
64624,sir
64625,mette le au mon pocket
64625,depeche
64628,sir
64630,rapier
64630,heel
64630,the court
64631,'T
64631,the porch
64632,trot
64633,closet
64634,dat
64634,the varld
64634,behind
64635,the young man
64636,vat
64636,closet
64636,Villain
64636,larron
64638,rapier
64639,Good master
64641,The young man
64641,an honest man
64642,man
64642,closet
64642,dere
64643,no honest man
64643,closet
64644,the truth
64645,an errand
64648,Peace
64649,tongue
64649,tale
64650,gentlewoman
64650,maid
64651,a good word
64652,master
64652,the way
64652,marriage
64653,la
64654,finger
64654,the fire
64655,send-a
64655,some paper
64656,a little-a while
64661,man
64661,master
64662,the French doctor
64663,master
64663,master
64663,look
64664,house
64664,brew
64664,bake
64665,scour
64665,dress meat
64665,drink
64667,a great charge
64668,body
64668,hand
64670,a great charge
64672,ear
64672,master
64673,love
64673,Page
64674,mind
64676,this letter
64677,gar
64677,a shallenge
64677,troat
64677,dee
64678,park
64678,a scurvy jack-a-nape priest
64680,gar
64681,gar
64681,a stone
64682,dog
64683,Exit
64684,friend
64685,no matter-a ver dat
64686,dat
64686,gar
64687,vill
64687,priest
64687,mine
64688,host
64688,weapon
64688,gar
64690,the maid
64691,the good-jer
64692,the court
64692,gar
64693,head
64694,door
64697,mind
64697,a woman
64698,mind
64700,[
64700,ho
64701,the house
64703,good woman
64703,dost thou
64704,good worship
64705,news
64706,truth
64706,sir
64707,gentle
64707,friend
64708,the way
64709,Shall
64709,thou
64709,suit
64710,sir
64711,notwithstanding
64712,book
64712,worship
64712,a wart
64713,eye
64714,marry
64715,a tale
64715,good faith
64716,an honest maid
64717,broke bread
64717,an hour
64717,talk
64717,that wart
64718,laugh
64718,that maid
64718,company
64720,musing
64721,money
64722,thee
64722,thy voice
64722,behalf
64723,thou
64724,i'faith
64725,worship
64725,the wart
64725,the next time
64726,confidence
64727,farewell
64727,great haste
64728,worship
64729,Exit
64730,an honest gentleman
64731,mind
64733,Exit
64735,SCENE
64735,house
64736,a letter
64737,the holiday-
64738,time
64738,beauty
64738,a subject
64741,no reason
64742,use
64742,physician
64743,counsellor
64744,sympathy
64745,ha
64745,ha
64746,love sack
64747,sympathy
64747,thee
64748,the love
64748,soldier
64749,thee
64749,pity
64750,a soldier-like phrase
64751,own true knight
64752,day
64752,night
64753,any kind
64753,light
64755,thee
64756,a Herod
64757,world
64757,well-nigh worn
64758,age
64758,a young gallant
64759,unweighed behavior hath
64759,this Flemish drunkard
64760,the devil
64760,name
64761,conversation
64761,this manner
64762,company
64763,frugal
64764,mirth
64764,a bill
64765,the parliament
64769,Page
64769,trust
64769,house
64771,ill
64772,the contrary
64773,mind
64775,some counsel
64776,the matter
64776,woman
64777,woman
64777,trifling respect
64778,such honour
64779,the trifle
64779,woman
64779,the honour
64780,dispense
64781,an eternal moment
64784,thou shouldst
64785,article
64785,thy gentry
64787,fat
64788,an eye
64788,difference
64789,liking
64790,modesty
64791,well-behaved reproof
64791,all uncomeliness
64792,disposition
64793,the truth
64794,place
64795,the tune
64796,threw
64796,this whale
64796,oil
64798,way
64799,hope
64799,the wicked fire
64799,lust
64800,own grease
64801,Letter
64801,letter
64801,the name
64801,Page
64802,great comfort
64802,this mystery
64803,the twin-brother
64803,thy
64804,letter
64804,inherit
64805,protest
64805,mine
64806,thousand
64806,writ
64806,blank space
64808,second edition
64808,doubt
64809,the press
64810,a giantess
64812,chaste man
64813,hand
64816,wrangle
64816,mine own honesty
64817,withal
64818,some strain
64819,this fury
64820,call
64821,deck
64823,let
64824,appoint
64824,a meeting
64824,a show
64824,comfort
64825,suit
64825,a fine-baited delay
64826,till
64826,host
64827,any villany
64828,the chariness
64828,honesty
64829,husband
64829,this letter
64830,eternal food
64830,jealousy
64831,look
64831,good man
64832,cause
64833,an unmeasurable distance
64834,woman
64835,this greasy knight
64836,hither
64840,a curtal dog
64841,thy wife
64842,sir
64842,wife
64845,the gallimaufry
64845,perpend
64846,wife
64847,thou
64849,the name
64850,name
64850,sir
64851,The horn
64852,heed
64852,open eye
64852,night
64853,heed
64853,summer
64855,sense
64856,Exit
64858,[
64858,the humour
64860,the humoured letter
64861,a sword
64861,necessity
64862,wife
64863,name
64864,name
64864,wife
64865,the humour
64865,bread
64865,cheese
64866,the humour
64867,Exit
64868,humour
64868,a fellow
64871,a drawling
64871,rogue
64873,the priest
64874,o
64874,the town
64874,a true man
64875,'T
64875,a good sensible fellow
64879,art thou melancholy
64880,home
64881,thou
64881,thy head
64885,Look
64885,yonder
64885,messenger
64886,this paltry knight
64890,daughter
64891,forsooth
64892,an hour
64892,talk
64896,this knave
64897,Yes
64898,truth
64899,the knight
64900,offer
64900,intent
64901,a yoke
64902,service
64907,marry
64907,this voyage
64908,wife
64910,lie
64910,head
64911,wife
64912,A man
64913,nothing lie
64913,head
64914,host
64915,either liquor
64915,pate
64915,money
64916,purse
64917,Enter Host
64918,host
64919,bully-rook
64919,a gentleman
64922,mine host
64923,twenty
64923,Page
64924,hand
64925,cavaleiro-justice
64925,bully-rook
64926,a fray
64927,priest
64927,the French doctor
64928,Good mine host o
64928,a word
64930,thou
64930,bully-rook
64931,[
64932,merry host hath
64932,the measuring
64933,hath
64934,the parson
64934,no jester
64935,sport
64937,no suit
64937,knight
64938,guest-cavaleire
64939,None
64939,a pottle
64940,burnt sack
64941,name
64941,a jest
64942,hand
64942,thou shalt
64942,egress
64942,regress
64943,thy name
64944,a merry knight
64945,host
64946,hath good skill
64947,rapier
64948,sir
64949,distance
64950,'t
64950,the heart
64951,the time
64952,sword
64954,fight
64956,a secure fool
64957,wife
64957,frailty
64958,opinion
64958,company
64959,house
64960,further into't
64960,a disguise
64962,labour
64963,Exit
64964,A room
64966,thee
64966,a penny
64967,the world
64967,mine oyster
64968,sword
64969,a penny
64970,countenance
64973,the grate
64973,a geminy
64974,hell
64976,the handle
64976,fan
64977,honour thou hadst
64978,share
64978,hadst thou
64978,fifteen pence
64979,reason
64979,thinkest thou
64980,endanger
64980,soul gratis
64980,a word
64981,no gibbet
64981,A short knife
64982,a throng
64982,manor
64982,Pickt-hatch
64983,a letter
64984,honour
64984,thou
64985,baseness
64986,honour precise
64987,the fear
64987,the left hand
64988,mine honour
64988,necessity
64988,fain
64989,shuffle
64990,cat-a-mountain
64992,the shelter
64993,honour
64994,man
64996,a woman
64997,approach
64999,worship
64999,good morrow
65000,Good morrow
65000,good wife
65001,worship
65002,Good maid
65004,mother
65004,the first hour
65005,the swearer
65006,Shall
65006,worship
65006,a word
65007,fair woman
65007,thee
65008,the hearing
65009,sir
65010,little nearer
65010,master
65013,worship
65013,worship
65014,a little nearer
65015,nobody
65015,mine
65019,sir
65019,a good creature
65020,worship
65020,a wanton
65024,'t
65025,wonderful
65025,courtier
65026,court
65027,a canary
65029,coach
65029,letter
65029,letter
65029,gift
65030,gift
65030,all musk
65031,rushling
65031,silk
65031,gold
65032,such wine
65032,sugar
65034,woman
65034,heart
65035,an eye-wink
65035,twenty
65036,this morning
65037,any such sort
65037,the way
65038,honesty
65039,sip
65039,a cup
65039,the proudest
65040,nay
65043,she-Mercury
65044,letter
65046,husband
65046,absence
65047,house
65049,forsooth
65050,picture
65051,husband
65051,home
65051,the sweet
65052,woman
65052,an ill life
65053,jealousy man
65053,frampold life
65054,good heart
65057,another messenger
65058,worship
65058,hearty
65060,ear
65060,a civil modest wife
65061,morning
65062,prayer
65062,whoe'er
65063,worship
65064,husband
65064,home
65065,a time
65065,a woman
65066,a man
65066,la
65066,truth
65069,heart for't
65070,wife
65071,Page
65071,wife
65073,grace
65075,little page
65075,husband
65076,marvellous infection
65076,the little page
65077,an honest man
65077,a wife
65078,life
65080,bed
65080,list
65080,rise
65080,list
65082,a kind woman
65083,page
65083,no remedy
65086,any case
65087,nay-word
65087,mind
65088,the boy
65088,any thing
65090,wickedness
65090,discretion
65091,the world
65093,purse
65093,thy debtor
65094,this woman
65096,This news
65097,This punk
65098,pursue
65099,Give fire
65099,prize
65100,Exit
65101,thou
65102,thy old body
65103,look
65103,thee
65103,thou
65103,the expense
65104,much money
65104,a gainer
65104,Good body
65105,thank thee
65106,no matter
65108,below
65109,speak
65109,hath
65110,worship
65110,a morning
65110,draught
65110,sack
65111,name
65112,sir
65114,Exit
65116,liquor
65116,ha
65120,sir
65121,little preparation
65123,drawer
65124,Exit
65125,a gentleman
65125,name
65126,acquaintance
65129,plight
65129,a lender
65130,hath something
65131,intrusion
65131,money
65133,Money
65133,a good soldier
65133,sir
65134,a bag
65134,money
65136,half
65136,the carriage
65137,porter
65138,the hearing
65139,good Master
65140,servant
65141,a scholar
65142,a man
65143,desire
65145,thing
65145,much lay
65145,open mine
65146,own imperfection
65147,eye
65148,turn
65148,the register
65149,a reproof
65149,sith
65150,an offender
65151,sir
65151,proceed
65152,a gentlewoman
65152,this town
65152,husband
65153,name
65154,sir
65156,a doting
65157,observance
65158,fee
65158,every slight occasion
65159,sight
65161,briefly
65162,love hath
65163,wing
65164,mind
65164,meed
65165,none
65165,experience
65166,a jewel
65166,an infinite
65167,rate
65167,hath
65168,a shadow
65168,substance love
65170,no promise
65170,satisfaction
65172,a purpose
65174,quality
65174,love
65175,a fair house
65175,another man
65175,ground
65176,edifice
65176,the place
65181,mirth
65182,shrewd construction made
65183,the heart
65183,purpose
65184,gentleman
65184,excellent breeding
65185,discourse
65185,great admittance
65186,place
65186,person
65188,sir
65189,money
65191,time
65191,exchange
65192,an amiable siege
65192,the honesty
65193,wife
65193,art
65193,wooing
65194,consent
65194,any man
65196,the vehemency
65197,affection
65199,drift
65200,the excellency
65200,honour
65200,the folly
65201,soul
65203,any detection
65203,hand
65204,instance
65204,argument
65205,the ward
65205,purity
65206,reputation
65206,a thousand
65210,money
65210,hand
65211,gentleman
65211,wife
65212,good sir
65214,no money
65214,none
65216,none
65217,own appointment
65218,assistant
65219,ten
65220,that time
65220,husband
65221,night
65223,acquaintance
65224,sir
65227,hath
65227,money
65228,wife
65229,the key
65229,the cuckoldly rogue
65229,coffer
65231,sir
65233,mechanical salt-butter rogue
65234,stare
65235,cudgel
65235,a meteor
65236,cuckold
65236,thou shalt
65237,the peasant
65237,thou shalt
65238,lie
65238,wife
65238,night
65239,a knave
65239,style
65240,thou
65240,shalt
65240,knave
65241,cuckold
65241,night
65242,Exit
65243,rascal
65243,heart
65244,impatience
65245,improvident jealousy
65245,wife hath
65246,hour
65246,the match
65246,any man
65247,the hell
65248,woman
65248,bed
65249,reputation gnawn
65251,the adoption
65255,Cuckold
65255,the devil
65255,hath
65256,a name
65256,Page
65256,an ass
65256,a secure ass
65257,wife
65258,trust
65258,butter
65259,cheese
65260,aqua-vitae bottle
65260,a thief
65261,gelding
65261,wife
65263,think
65263,effect
65264,effect
65265,jealousy
65265,the hour
65266,wife
65267,laugh
65268,a minute
65269,fie
65269,fie
65269,cuckold
65269,cuckold
65269,cuckold
65270,Exit
65271,A field
65275,de clock
65276,'T
65276,the hour
65276,sir
65277,gar
65277,soul
65277,dat
65277,no come
65278,dat
65278,no come
65278,gar
65280,sir
65280,worship
65282,gar
65282,herring
65283,rapier
65284,sir
65285,Villany
65285,rapier
65286,company
65288,thee
65288,doctor
65290,good master doctor
65291,good morrow
65291,sir
65292,tree
65293,thee fight
65293,thee foin
65293,thee
65294,traverse
65294,thee
65294,thee
65295,thee pass thy punto
65295,thy stock
65295,thy reverse
65295,thy
65296,distance
65296,thy montant
65297,ha
65298,heart
65298,elder
65298,ha
65300,gar
65300,de coward
65300,priest
65301,face
65302,boy
65303,vitness
65304,no come
65305,the wiser man
65305,master doctor
65305,a curer
65306,a curer
65307,fight
65307,the hair
65310,fighter
65310,a man
65310,peace
65312,the peace
65312,a sword
65312,finger
65313,one
65314,some salt
65315,youth
65318,home
65319,the peace
65319,a wise
65320,physician
65320,hath
65320,a wise
65321,patient churchman
65321,master doctor
65322,guest-justice
65322,A word
65323,Mock-vater
65323,vat
65324,Mock-water
65324,tongue
65325,gar
65325,den
65325,mush mock-vater
65325,de
65326,jack-dog priest
65326,gar
65327,vill
65328,thee
65329,Clapper-de-claw
65329,vat
65331,gar
65332,gar
65334,tank
65334,dat
65335,master guest
65337,the town
65341,the doctor
65343,good master doctor
65345,gar
65346,jack-an-ape
65347,sheathe
65347,thy impatience
65348,water
65348,thy choler
65349,thee
65349,Mistress
65350,a farm-house a-feasting
65350,thou
65351,shalt
65352,gar
65352,dat
65352,gar
65353,good guest
65356,Page
65357,gar
65357,vell
65360,Exeunt
65362,SCENE
65362,A field
65364,good master
65364,serving-man
65365,friend
65365,name
65365,way
65366,doctor
65366,physic
65367,sir
65367,the pittie-ward
65367,the park-ward
65368,way
65368,way
65368,every way
65368,the town
65369,way
65371,way
65373,Exit
65374,soul
65375,trempling
65375,mind
65377,knave
65377,costard
65378,the ork
65378,soul
65383,a thousand
65385,Mercy
65389,a thousand vagram
65392,Yonder
65392,this way
65396,the right
65397,sir
65397,master
65397,Master
65398,another gentleman
65399,the stile
65399,this way
65402,master
65402,morrow
65403,a gamester
65403,the dice
65403,a good student
65404,book
65405,Page
65407,'Pless
65407,mercy sake
65408,the sword
65408,the word
65409,master parson
65410,youthful
65410,doublet
65411,raw rheumatic day
65413,a good office
65413,master parson
65415,Yonder
65415,reverend gentleman
65415,belike
65416,some person
65417,own gravity
65417,patience
65418,saw
65419,fourscore
65420,heard
65420,a man
65420,place
65420,gravity
65420,learning
65421,own respect
65424,French physician
65425,passion
65425,heart
65426,lief
65426,a mess
65426,porridge
65428,knowledge
65429,a knave besides
65430,withal
65431,the man
65432,Page
65433,asunder
65436,good master parson
65436,weapon
65437,good master doctor
65438,question
65440,a word
65440,ear
65441,vill
65442,patience
65443,good time
65444,gar
65444,de coward
65444,dog
65444,ape
65446,humours
65447,friendship
65447,way
65447,other make
65448,Aloud
65449,knave
65449,cockscomb
65451,host
65452,place
65454,soul
65454,look
65455,place
65455,mine host
65457,Peace
65458,soul-curer
65458,body-curer
65459,dat
65460,Peace
65460,hear mine host
65462,doctor
65463,parson
65463,priest
65464,the proverbs
65465,thy hand
65465,terrestrial
65466,thy hand
65466,celestial
65466,art
65469,sack
65469,the issue
65470,peace
65471,follow
65471,follow
65471,follow
65472,a mad host
65473,Page
65475,dat
65475,sot
65476,ha
65476,ha
65477,vlouting-stog
65478,desire
65479,revenge
65480,scall
65480,companion
65480,the host
65481,gar
65481,heart
65482,gar
65484,Exeunt
65485,street
65487,way
65487,little gallant
65488,a follower
65488,a leader
65489,eye
65489,master
65490,a man
65491,a dwarf
65492,a flattering boy
65492,a courtier
65495,sir
65495,wife
65495,home
65496,want
65497,company
65500,weather-cock
65501,name
65502,husband
65502,knight
65503,name
65503,sirrah
65506,name
65507,league
65507,good man
65507,wife
65508,home
65510,leave
65510,sir
65510,sick till
65512,hath
65512,hath
65513,no use
65514,this boy
65514,a letter twenty mile
65515,a cannon
65515,point-blank twelve
65516,score
65516,wife
65516,inclination
65517,folly motion
65517,advantage
65518,wife
65518,boy
65519,man
65519,this shower sing
65519,the wind
65520,boy
65521,share damnation
65522,wife
65522,pluck
65523,veil
65523,modesty
65524,divulge Page
65524,a secure
65526,aim
65528,The clock
65528,cue
65528,assurance
65529,search
65531,the earth
65535,a good knot
65535,good cheer
65535,home
65538,sir
65540,money
65541,a match
65542,cousin
65542,this day
65542,answer
65543,Page
65545,wife
65545,master doctor
65546,be-gar
65549,youth
65550,holiday
65551,carry't
65553,consent
65553,The gentleman
65554,company
65554,the wild prince
65555,a region
65556,a knot
65557,the finger
65557,substance
65558,the wealth
65559,consent
65559,consent
65559,that way
65560,home
65561,dinner
65561,cheer
65562,sport
65562,a monster
65562,doctor
65564,fare
65564,the freer wooing
65567,home
65568,Exit
65569,honest knight
65571,Exit
65572,]
65572,pipe wine
65573,dance
65574,this monster
65575,Exeunt
65576,A room
65576,house
65579,the buck-basket
65581,Enter
65581,a basket
65584,the charge
65586,the brew-house
65587,call
65587,forth
65587,any pause
65588,this basket
65589,trudge
65589,all haste
65589,carry
65591,the muddy ditch
65591,side
65594,direction
65595,Exeunt
65598,eyas-musket
65598,news
65599,master
65599,back-door
65600,company
65602,master
65603,hath
65604,liberty
65606,a good boy
65606,this secrecy
65606,thine
65607,a tailor
65607,a new doublet
65609,thy master
65610,Exit
65611,cue
65613,Exit
65614,this unwholesome humidity
65615,this gross watery pumpion
65618,thee
65618,heavenly jewel
65620,period
65620,ambition
65620,O
65620,hour
65624,thy husband
65625,lord
65625,lady
65626,lady
65626,alas
65626,a pitiful lady
65627,the court
65628,thine eye
65628,the diamond
65628,thou hast
65629,the right
65629,beauty
65629,the brow
65630,ship-tire
65630,any tire
65631,Venetian admittance
65632,A plain kerchief
65632,nothing
65634,thou art
65634,a traitor
65634,thou
65635,an absolute courtier
65635,the firm
65636,fixture
65636,thy foot
65636,an excellent motion
65637,gait
65637,a semi-circled farthingale
65638,thou wert
65638,Nature
65639,thy friend
65639,thou canst
65640,no such thing
65641,thee
65641,thee
65642,something
65642,thee
65643,thou art
65644,hawthorn-buds
65645,apparel
65646,simple time
65646,none
65647,thee
65648,sir
65649,mightst
65650,the reek
65653,day
65654,that mind
65656,that mind
65657,[
65658,Mistress Page
65658,the door
65658,blowing
65659,speak
65661,tattling woman
65664,the matter
65667,the matter
65668,an honest man
65669,husband
65669,such cause
65669,suspicion
65670,cause
65670,suspicion
65671,cause
65671,suspicion
65672,mistook
65673,alas
65673,the matter
65674,husband
65674,woman
65675,a gentleman
65676,the house
65676,consent
65677,an ill advantage
65677,assence
65679,a man
65680,husband
65684,a friend
65686,reputation
65686,bid
65686,good life
65687,dear
65688,friend
65688,own shame
65689,peril
65689,a thousand pound
65690,the house
65691,shame
65692,husband
65692,hand
65692,bethink
65693,some conveyance
65693,the house
65694,hide
65695,a basket
65695,any reasonable stature
