line_id,line,noun_phrase
59685,"I will encounter darkness as a bride,",a bride
59686,And hug it in mine arms.,it
59686,And hug it in mine arms.,mine arms
59687,"There spake my brother, there my father's grave",my brother
59687,"There spake my brother, there my father's grave",my father's grave
59688,"Did utter forth a voice. Yes, thou must die:",a voice
59688,"Did utter forth a voice. Yes, thou must die:",thou
59689,Thou art too noble to conserve a life,Thou art
59689,Thou art too noble to conserve a life,a life
59690,"In base appliances. This outward-sainted deputy,",base appliances
59690,"In base appliances. This outward-sainted deputy,",This outward-sainted deputy
59691,Whose settled visage and deliberate word,visage
59691,Whose settled visage and deliberate word,word
59692,Nips youth i' the head and follies doth emmew,Nips youth
59692,Nips youth i' the head and follies doth emmew,i
59692,Nips youth i' the head and follies doth emmew,the head
59692,Nips youth i' the head and follies doth emmew,doth emmew
59693,"As falcon doth the fowl, is yet a devil",falcon doth
59693,"As falcon doth the fowl, is yet a devil",the fowl
59693,"As falcon doth the fowl, is yet a devil",a devil
59694,"His filth within being cast, he would appear",he
59695,A pond as deep as hell.,hell
59696,The prenzie Angelo!,The prenzie Angelo
59697,"O, 'tis the cunning livery of hell,",the cunning livery
59697,"O, 'tis the cunning livery of hell,",hell
59698,The damned'st body to invest and cover,The damned'st body
59699,"In prenzie guards! Dost thou think, Claudio?",prenzie guards
59699,"In prenzie guards! Dost thou think, Claudio?",Claudio
59700,"If I would yield him my virginity,",I
59700,"If I would yield him my virginity,",him
59700,"If I would yield him my virginity,",my virginity
59701,Thou mightst be freed.,Thou mightst
59702,O heavens! it cannot be.,O heavens
59702,O heavens! it cannot be.,it
59703,"Yes, he would give't thee, from this rank offence,",he
59703,"Yes, he would give't thee, from this rank offence,",thee
59703,"Yes, he would give't thee, from this rank offence,",this rank offence
59704,So to offend him still. This night's the time,him
59704,So to offend him still. This night's the time,This night's the time
59705,"That I should do what I abhor to name,",I
59705,"That I should do what I abhor to name,",what
59705,"That I should do what I abhor to name,",I
59706,Or else thou diest to-morrow.,Or else thou
59706,Or else thou diest to-morrow.,morrow
59707,Thou shalt not do't.,Thou shalt
59707,Thou shalt not do't.,not do't
59708,"O, were it but my life,",it
59708,"O, were it but my life,",my life
59709,I'ld throw it down for your deliverance,I'ld
59709,I'ld throw it down for your deliverance,it
59709,I'ld throw it down for your deliverance,your deliverance
59710,As frankly as a pin.,a pin
59711,"Thanks, dear Isabel.",Thanks
59712,"Be ready, Claudio, for your death tomorrow.",Claudio
59712,"Be ready, Claudio, for your death tomorrow.",your death
59713,"Yes. Has he affections in him,",he
59713,"Yes. Has he affections in him,",him
59714,"That thus can make him bite the law by the nose,",him
59714,"That thus can make him bite the law by the nose,",the law
59714,"That thus can make him bite the law by the nose,",the nose
59715,"When he would force it? Sure, it is no sin,",he
59715,"When he would force it? Sure, it is no sin,",it
59715,"When he would force it? Sure, it is no sin,",it
59715,"When he would force it? Sure, it is no sin,",no sin
59716,"Or of the deadly seven, it is the least.",it
59717,Which is the least?,Which
59718,"If it were damnable, he being so wise,",it
59718,"If it were damnable, he being so wise,",he
59719,Why would he for the momentary trick,he
59719,Why would he for the momentary trick,the momentary trick
59720,Be perdurably fined? O Isabel!,O Isabel
59721,What says my brother?,What
59721,What says my brother?,my brother
59722,Death is a fearful thing.,Death
59722,Death is a fearful thing.,a fearful thing
59723,And shamed life a hateful.,life
59724,"Ay, but to die, and go we know not where,",we
59725,"To lie in cold obstruction and to rot,",cold obstruction
59726,This sensible warm motion to become,This sensible warm motion
59727,"A kneaded clod, and the delighted spirit",A kneaded clod
59727,"A kneaded clod, and the delighted spirit",the delighted spirit
59728,"To bathe in fiery floods, or to reside",fiery floods
59729,"In thrilling region of thick-ribbed ice,",region
59729,"In thrilling region of thick-ribbed ice,",thick-ribbed ice
59730,"To be imprison'd in the viewless winds,",imprison'd
59730,"To be imprison'd in the viewless winds,",the viewless winds
59731,And blown with restless violence round about,restless violence round
59732,"The pendent world, or to be worse than worst",The pendent world
59733,Of those that lawless and incertain thought,those
59734,Imagine howling: 'tis too horrible!,Imagine howling
59735,The weariest and most loathed worldly life,The weariest
59735,The weariest and most loathed worldly life,worldly life
59736,"That age, ache, penury and imprisonment",That age
59736,"That age, ache, penury and imprisonment",ache
59736,"That age, ache, penury and imprisonment",penury
59736,"That age, ache, penury and imprisonment",imprisonment
59737,Can lay on nature is a paradise,nature
59737,Can lay on nature is a paradise,a paradise
59738,To what we fear of death.,what
59738,To what we fear of death.,we
59738,To what we fear of death.,death
59740,"Sweet sister, let me live:",Sweet sister
59740,"Sweet sister, let me live:",me
59741,"What sin you do to save a brother's life,",What sin
59741,"What sin you do to save a brother's life,",you
59741,"What sin you do to save a brother's life,",a brother's life
59742,Nature dispenses with the deed so far,Nature dispenses
59742,Nature dispenses with the deed so far,the deed
59743,That it becomes a virtue.,it
59743,That it becomes a virtue.,a virtue
59744,O you beast!,O you beast
59745,O faithless coward! O dishonest wretch!,O dishonest wretch
59746,Wilt thou be made a man out of my vice?,Wilt thou
59746,Wilt thou be made a man out of my vice?,a man
59746,Wilt thou be made a man out of my vice?,my vice
59747,"Is't not a kind of incest, to take life",Is't
59747,"Is't not a kind of incest, to take life",a kind
59747,"Is't not a kind of incest, to take life",incest
59747,"Is't not a kind of incest, to take life",life
59748,From thine own sister's shame? What should I think?,thine own sister's shame
59748,From thine own sister's shame? What should I think?,What
59748,From thine own sister's shame? What should I think?,I
59749,Heaven shield my mother play'd my father fair!,Heaven
59749,Heaven shield my mother play'd my father fair!,my mother
59749,Heaven shield my mother play'd my father fair!,my father
59750,For such a warped slip of wilderness,such a warped slip
59750,For such a warped slip of wilderness,wilderness
59751,Ne'er issued from his blood. Take my defiance!,Ne'er
59751,Ne'er issued from his blood. Take my defiance!,his blood
59751,Ne'er issued from his blood. Take my defiance!,my defiance
59753,"Reprieve thee from thy fate, it should proceed:",thee
59753,"Reprieve thee from thy fate, it should proceed:",thy fate
59753,"Reprieve thee from thy fate, it should proceed:",it
59754,"I'll pray a thousand prayers for thy death,",I
59754,"I'll pray a thousand prayers for thy death,",a thousand prayers
59754,"I'll pray a thousand prayers for thy death,",thy death
59755,No word to save thee.,No word
59755,No word to save thee.,thee
59756,"Nay, hear me, Isabel.",Nay
59756,"Nay, hear me, Isabel.",me
59756,"Nay, hear me, Isabel.",Isabel
59757,"O, fie, fie, fie!",fie
59757,"O, fie, fie, fie!",fie
59757,"O, fie, fie, fie!",fie
59758,"Thy sin's not accidental, but a trade.",Thy
59758,"Thy sin's not accidental, but a trade.",sin
59759,Mercy to thee would prove itself a bawd:,Mercy
59759,Mercy to thee would prove itself a bawd:,thee
59759,Mercy to thee would prove itself a bawd:,itself
59759,Mercy to thee would prove itself a bawd:,a bawd
59761,"O hear me, Isabella!",me
59761,"O hear me, Isabella!",Isabella
59762,Re-enter DUKE VINCENTIO,DUKE VINCENTIO
59763,"Vouchsafe a word, young sister, but one word.",a word
59763,"Vouchsafe a word, young sister, but one word.",young sister
59763,"Vouchsafe a word, young sister, but one word.",one word
59764,What is your will?,What
59764,What is your will?,your will
59765,"Might you dispense with your leisure, I would by and",you
59765,"Might you dispense with your leisure, I would by and",your leisure
59765,"Might you dispense with your leisure, I would by and",I
59766,by have some speech with you: the satisfaction I,some speech
59766,by have some speech with you: the satisfaction I,you
59766,by have some speech with you: the satisfaction I,the satisfaction
59766,by have some speech with you: the satisfaction I,I
59767,would require is likewise your own benefit.,your own benefit
59768,"I have no superfluous leisure, my stay must be",I
59768,"I have no superfluous leisure, my stay must be",no superfluous leisure
59768,"I have no superfluous leisure, my stay must be",my stay
59769,"stolen out of other affairs, but I will attend you awhile.",other affairs
59769,"stolen out of other affairs, but I will attend you awhile.",I
59769,"stolen out of other affairs, but I will attend you awhile.",you
59771,"Son, I have overheard what hath passed between you",I
59771,"Son, I have overheard what hath passed between you",what
59771,"Son, I have overheard what hath passed between you",hath
59771,"Son, I have overheard what hath passed between you",you
59772,and your sister. Angelo had never the purpose to,and your sister
59772,and your sister. Angelo had never the purpose to,Angelo
59772,and your sister. Angelo had never the purpose to,the purpose
59773,"corrupt her, only he hath made an essay of her",her
59773,"corrupt her, only he hath made an essay of her",he
59773,"corrupt her, only he hath made an essay of her",an essay
59773,"corrupt her, only he hath made an essay of her",her
59774,virtue to practise his judgment with the disposition,virtue
59774,virtue to practise his judgment with the disposition,his judgment
59774,virtue to practise his judgment with the disposition,the disposition
59775,"of natures: she, having the truth of honour in her,",natures
59775,"of natures: she, having the truth of honour in her,",she
59775,"of natures: she, having the truth of honour in her,",the truth
59775,"of natures: she, having the truth of honour in her,",honour
59775,"of natures: she, having the truth of honour in her,",her
59776,hath made him that gracious denial which he is most,hath
59776,hath made him that gracious denial which he is most,him
59776,hath made him that gracious denial which he is most,which
59776,hath made him that gracious denial which he is most,he
59777,"glad to receive. I am confessor to Angelo, and I",I
59777,"glad to receive. I am confessor to Angelo, and I",confessor
59777,"glad to receive. I am confessor to Angelo, and I",Angelo
59777,"glad to receive. I am confessor to Angelo, and I",I
59778,"know this to be true, therefore prepare yourself to",this
59778,"know this to be true, therefore prepare yourself to",yourself
59779,death: do not satisfy your resolution with hopes,death
59779,death: do not satisfy your resolution with hopes,your resolution
59779,death: do not satisfy your resolution with hopes,hopes
59780,"that are fallible: tomorrow you must die, go to",that
59780,"that are fallible: tomorrow you must die, go to",you
59781,your knees and make ready.,your knees
59782,Let me ask my sister pardon. I am so out of love,me
59782,Let me ask my sister pardon. I am so out of love,my sister
59782,Let me ask my sister pardon. I am so out of love,I
59782,Let me ask my sister pardon. I am so out of love,love
59783,with life that I will sue to be rid of it.,life
59783,with life that I will sue to be rid of it.,that
59783,with life that I will sue to be rid of it.,I
59783,with life that I will sue to be rid of it.,it
59784,Hold you there: farewell.,you
59785,Exit CLAUDIO,Exit CLAUDIO
59786,"Provost, a word with you!",Provost
59786,"Provost, a word with you!",a word
59786,"Provost, a word with you!",you
59787,Re-enter Provost,Provost
59788,"What's your will, father",What
59788,"What's your will, father",your will
59788,"What's your will, father",father
59789,"That now you are come, you will be gone. Leave me",you
59789,"That now you are come, you will be gone. Leave me",you
59789,"That now you are come, you will be gone. Leave me",me
59790,awhile with the maid: my mind promises with my,the maid
59790,awhile with the maid: my mind promises with my,my mind
59790,awhile with the maid: my mind promises with my,my
59791,habit no loss shall touch her by my company.,no loss
59791,habit no loss shall touch her by my company.,her
59791,habit no loss shall touch her by my company.,my company
59792,In good time.,good time
59793,Exit Provost. ISABELLA comes forward,Exit Provost
59793,Exit Provost. ISABELLA comes forward,ISABELLA
59794,The hand that hath made you fair hath made you good:,The hand
59794,The hand that hath made you fair hath made you good:,that
59794,The hand that hath made you fair hath made you good:,you
59794,The hand that hath made you fair hath made you good:,you
59795,the goodness that is cheap in beauty makes beauty,the goodness
59795,the goodness that is cheap in beauty makes beauty,that
59795,the goodness that is cheap in beauty makes beauty,beauty
59795,the goodness that is cheap in beauty makes beauty,beauty
59796,"brief in goodness, but grace, being the soul of",goodness
59796,"brief in goodness, but grace, being the soul of",grace
59796,"brief in goodness, but grace, being the soul of",the soul
59797,"your complexion, shall keep the body of it ever",your complexion
59797,"your complexion, shall keep the body of it ever",the body
59797,"your complexion, shall keep the body of it ever",it
59798,"fair. The assault that Angelo hath made to you,",The assault
59798,"fair. The assault that Angelo hath made to you,",that
59798,"fair. The assault that Angelo hath made to you,",Angelo
59798,"fair. The assault that Angelo hath made to you,",you
59799,"fortune hath conveyed to my understanding, and, but",fortune hath
59799,"fortune hath conveyed to my understanding, and, but",my understanding
59800,"that frailty hath examples for his falling, I should",that frailty
59800,"that frailty hath examples for his falling, I should",I
59801,wonder at Angelo. How will you do to content this,wonder
59801,wonder at Angelo. How will you do to content this,Angelo
59801,wonder at Angelo. How will you do to content this,you
59801,wonder at Angelo. How will you do to content this,this
59802,"substitute, and to save your brother?",substitute
59802,"substitute, and to save your brother?",your brother
59803,I am now going to resolve him: I had rather my,I
59803,I am now going to resolve him: I had rather my,him
59803,I am now going to resolve him: I had rather my,I
59804,brother die by the law than my son should be,brother
59804,brother die by the law than my son should be,the law
59804,brother die by the law than my son should be,my son
59805,"unlawfully born. But, O, how much is the good duke",the good duke
59806,deceived in Angelo! If ever he return and I can,Angelo
59806,deceived in Angelo! If ever he return and I can,he
59807,"speak to him, I will open my lips in vain, or",him
59807,"speak to him, I will open my lips in vain, or",I
59807,"speak to him, I will open my lips in vain, or",my lips
59808,discover his government.,his government
59809,"That shall not be much amiss: Yet, as the matter",That
59809,"That shall not be much amiss: Yet, as the matter",the matter
59810,"now stands, he will avoid your accusation, he made",he
59810,"now stands, he will avoid your accusation, he made",your accusation
59810,"now stands, he will avoid your accusation, he made",he
59811,trial of you only. Therefore fasten your ear on my,trial
59811,trial of you only. Therefore fasten your ear on my,you
59811,trial of you only. Therefore fasten your ear on my,your ear
59811,trial of you only. Therefore fasten your ear on my,my
59812,advisings: to the love I have in doing good a,advisings
59812,advisings: to the love I have in doing good a,the love
59812,advisings: to the love I have in doing good a,I
59812,advisings: to the love I have in doing good a,good
59813,remedy presents itself. I do make myself believe,remedy
59813,remedy presents itself. I do make myself believe,itself
59813,remedy presents itself. I do make myself believe,I
59813,remedy presents itself. I do make myself believe,myself
59814,that you may most uprighteously do a poor wronged,you
59815,"lady a merited benefit, redeem your brother from",lady
59815,"lady a merited benefit, redeem your brother from",a merited benefit
59815,"lady a merited benefit, redeem your brother from",your brother
59816,"the angry law, do no stain to your own gracious",the angry law
59816,"the angry law, do no stain to your own gracious",no stain
59817,"person, and much please the absent duke, if",person
59817,"person, and much please the absent duke, if",the absent duke
59818,peradventure he shall ever return to have hearing of,he
59818,peradventure he shall ever return to have hearing of,hearing
59819,this business.,this business
59820,Let me hear you speak farther. I have spirit to do,me
59820,Let me hear you speak farther. I have spirit to do,you
59820,Let me hear you speak farther. I have spirit to do,I
59820,Let me hear you speak farther. I have spirit to do,spirit
59821,anything that appears not foul in the truth of my spirit.,anything
59821,anything that appears not foul in the truth of my spirit.,that
59821,anything that appears not foul in the truth of my spirit.,the truth
59821,anything that appears not foul in the truth of my spirit.,my spirit
59822,"Virtue is bold, and goodness never fearful. Have",Virtue
59822,"Virtue is bold, and goodness never fearful. Have",goodness
59823,"you not heard speak of Mariana, the sister of",you
59823,"you not heard speak of Mariana, the sister of",speak
59823,"you not heard speak of Mariana, the sister of",Mariana
59823,"you not heard speak of Mariana, the sister of",the sister
59824,Frederick the great soldier who miscarried at sea?,Frederick
59824,Frederick the great soldier who miscarried at sea?,the great soldier
59824,Frederick the great soldier who miscarried at sea?,who
59824,Frederick the great soldier who miscarried at sea?,sea
59825,"I have heard of the lady, and good words went with her name.",I
59825,"I have heard of the lady, and good words went with her name.",the lady
59825,"I have heard of the lady, and good words went with her name.",good words
59825,"I have heard of the lady, and good words went with her name.",her name
59826,"She should this Angelo have married, was affianced",She
59826,"She should this Angelo have married, was affianced",this Angelo
59827,"to her by oath, and the nuptial appointed: between",her
59827,"to her by oath, and the nuptial appointed: between",oath
59828,which time of the contract and limit of the,which time
59828,which time of the contract and limit of the,the contract
59828,which time of the contract and limit of the,limit
59828,which time of the contract and limit of the,the
59829,"solemnity, her brother Frederick was wrecked at sea,",her brother
59829,"solemnity, her brother Frederick was wrecked at sea,",Frederick
59829,"solemnity, her brother Frederick was wrecked at sea,",sea
59830,having in that perished vessel the dowry of his,that
59830,having in that perished vessel the dowry of his,vessel
59830,having in that perished vessel the dowry of his,the dowry
59830,having in that perished vessel the dowry of his,his
59831,sister. But mark how heavily this befell to the,sister
59831,sister. But mark how heavily this befell to the,how heavily this befell
59831,sister. But mark how heavily this befell to the,the
59832,poor gentlewoman: there she lost a noble and,she
59833,"renowned brother, in his love toward her ever most",renowned brother
59833,"renowned brother, in his love toward her ever most",his love
59833,"renowned brother, in his love toward her ever most",her
59834,"kind and natural, with him, the portion and sinew of",him
59835,"her fortune, her marriage-dowry, with both, her",her fortune
59835,"her fortune, her marriage-dowry, with both, her",her marriage-dowry
59835,"her fortune, her marriage-dowry, with both, her",both
59835,"her fortune, her marriage-dowry, with both, her",her
59836,"combinate husband, this well-seeming Angelo.",combinate husband
59836,"combinate husband, this well-seeming Angelo.",this well-seeming Angelo
59837,Can this be so? did Angelo so leave her?,this
59837,Can this be so? did Angelo so leave her?,Angelo
59837,Can this be so? did Angelo so leave her?,her
59838,"Left her in her tears, and dried not one of them",her
59838,"Left her in her tears, and dried not one of them",her tears
59838,"Left her in her tears, and dried not one of them",them
59839,"with his comfort, swallowed his vows whole,",his comfort
59839,"with his comfort, swallowed his vows whole,",his vows
59840,"pretending in her discoveries of dishonour: in few,",her discoveries
59840,"pretending in her discoveries of dishonour: in few,",dishonour
59841,"bestowed her on her own lamentation, which she yet",her
59841,"bestowed her on her own lamentation, which she yet",her own lamentation
59841,"bestowed her on her own lamentation, which she yet",which
59841,"bestowed her on her own lamentation, which she yet",she
59842,"wears for his sake, and he, a marble to her tears,",his sake
59842,"wears for his sake, and he, a marble to her tears,",he
59842,"wears for his sake, and he, a marble to her tears,",a marble
59842,"wears for his sake, and he, a marble to her tears,",her tears
59843,"is washed with them, but relents not.",them
59843,"is washed with them, but relents not.",relents
59844,What a merit were it in death to take this poor maid,What a merit
59844,What a merit were it in death to take this poor maid,it
59844,What a merit were it in death to take this poor maid,death
59845,"from the world! What corruption in this life, that",the world
59845,"from the world! What corruption in this life, that",What corruption
59845,"from the world! What corruption in this life, that",this life
59846,it will let this man live! But how out of this can she avail?,it
59846,it will let this man live! But how out of this can she avail?,this man
59846,it will let this man live! But how out of this can she avail?,this
59846,it will let this man live! But how out of this can she avail?,she
59847,It is a rupture that you may easily heal: and the,It
59847,It is a rupture that you may easily heal: and the,a rupture
59847,It is a rupture that you may easily heal: and the,you
59848,"cure of it not only saves your brother, but keeps",cure
59848,"cure of it not only saves your brother, but keeps",it
59848,"cure of it not only saves your brother, but keeps",your brother
59849,you from dishonour in doing it.,you
59849,you from dishonour in doing it.,it
59850,"Show me how, good father.",me
59850,"Show me how, good father.","how, good father"
59851,This forenamed maid hath yet in her the continuance,hath
59851,This forenamed maid hath yet in her the continuance,her
59851,This forenamed maid hath yet in her the continuance,the continuance
59852,"of her first affection: his unjust unkindness, that",her first affection
59852,"of her first affection: his unjust unkindness, that",his unjust unkindness
59853,"in all reason should have quenched her love, hath,",all reason
59853,"in all reason should have quenched her love, hath,",her love
59853,"in all reason should have quenched her love, hath,",hath
59854,"like an impediment in the current, made it more",an impediment
59854,"like an impediment in the current, made it more",the current
59854,"like an impediment in the current, made it more",it
59855,"violent and unruly. Go you to Angelo, answer his",you
59855,"violent and unruly. Go you to Angelo, answer his",Angelo
59855,"violent and unruly. Go you to Angelo, answer his",his
59856,"requiring with a plausible obedience, agree with",a plausible obedience
59857,"his demands to the point, only refer yourself to",his demands
59857,"his demands to the point, only refer yourself to",the point
59857,"his demands to the point, only refer yourself to",yourself
59858,"this advantage, first, that your stay with him may",this advantage
59858,"this advantage, first, that your stay with him may",him
59859,"not be long, that the time may have all shadow and",the time
59859,"not be long, that the time may have all shadow and",all shadow
59860,"silence in it, and the place answer to convenience.",silence
59860,"silence in it, and the place answer to convenience.",it
59860,"silence in it, and the place answer to convenience.",the place answer
59860,"silence in it, and the place answer to convenience.",convenience
59861,"This being granted in course,--and now follows",This
59861,"This being granted in course,--and now follows","course,--and"
59862,"all,--we shall advise this wronged maid to stead up","all,--we"
59862,"all,--we shall advise this wronged maid to stead up",this wronged maid
59863,"your appointment, go in your place, if the encounter",your appointment
59863,"your appointment, go in your place, if the encounter",your place
59864,"acknowledge itself hereafter, it may compel him to",itself
59864,"acknowledge itself hereafter, it may compel him to",it
59864,"acknowledge itself hereafter, it may compel him to",him
59865,"her recompense: and here, by this, is your brother",her recompense
59865,"her recompense: and here, by this, is your brother",this
59865,"her recompense: and here, by this, is your brother",your brother
59866,"saved, your honour untainted, the poor Mariana",your honour
59867,"advantaged, and the corrupt deputy scaled. The maid",the corrupt deputy
59867,"advantaged, and the corrupt deputy scaled. The maid",The maid
59868,will I frame and make fit for his attempt. If you,I
59868,will I frame and make fit for his attempt. If you,his attempt
59868,will I frame and make fit for his attempt. If you,If you
59869,"think well to carry this as you may, the doubleness",this
59869,"think well to carry this as you may, the doubleness",you
59870,of the benefit defends the deceit from reproof.,the benefit
59870,of the benefit defends the deceit from reproof.,the deceit
59870,of the benefit defends the deceit from reproof.,reproof
59871,What think you of it?,What
59871,What think you of it?,you
59871,What think you of it?,it
59872,"The image of it gives me content already, and I",The image
59872,"The image of it gives me content already, and I",it
59872,"The image of it gives me content already, and I",me
59872,"The image of it gives me content already, and I",content
59872,"The image of it gives me content already, and I",I
59873,trust it will grow to a most prosperous perfection.,it
59873,trust it will grow to a most prosperous perfection.,a most prosperous perfection
59874,It lies much in your holding up. Haste you speedily,It
59874,It lies much in your holding up. Haste you speedily,your holding
59874,It lies much in your holding up. Haste you speedily,you
59875,to Angelo: if for this night he entreat you to his,Angelo
59875,to Angelo: if for this night he entreat you to his,this night
59875,to Angelo: if for this night he entreat you to his,he
59875,to Angelo: if for this night he entreat you to his,you
59875,to Angelo: if for this night he entreat you to his,his
59876,"bed, give him promise of satisfaction. I will",bed
59876,"bed, give him promise of satisfaction. I will",him
59876,"bed, give him promise of satisfaction. I will",promise
59876,"bed, give him promise of satisfaction. I will",satisfaction
59876,"bed, give him promise of satisfaction. I will",I
59877,"presently to Saint Luke's: there, at the moated",Saint Luke
59878,"grange, resides this dejected Mariana. At that",grange
59878,"grange, resides this dejected Mariana. At that",this
59878,"grange, resides this dejected Mariana. At that",that
59879,"place call upon me, and dispatch with Angelo, that",place
59879,"place call upon me, and dispatch with Angelo, that",me
59879,"place call upon me, and dispatch with Angelo, that",Angelo
59880,it may be quickly.,it
59881,"I thank you for this comfort. Fare you well, good father.",I
59881,"I thank you for this comfort. Fare you well, good father.",you
59881,"I thank you for this comfort. Fare you well, good father.",this comfort
59881,"I thank you for this comfort. Fare you well, good father.",you
59882,Exeunt severally,Exeunt
59883,SCENE II. The street before the prison.,SCENE II
59883,SCENE II. The street before the prison.,The street
59883,SCENE II. The street before the prison.,the prison
59884,"Enter, on one side, DUKE VINCENTIO disguised as before, on the other, ELBOW, and Officers with POMPEY",one side
59884,"Enter, on one side, DUKE VINCENTIO disguised as before, on the other, ELBOW, and Officers with POMPEY",DUKE VINCENTIO
59884,"Enter, on one side, DUKE VINCENTIO disguised as before, on the other, ELBOW, and Officers with POMPEY","the other, ELBOW"
59884,"Enter, on one side, DUKE VINCENTIO disguised as before, on the other, ELBOW, and Officers with POMPEY",Officers
59884,"Enter, on one side, DUKE VINCENTIO disguised as before, on the other, ELBOW, and Officers with POMPEY",POMPEY
59885,"Nay, if there be no remedy for it, but that you will",Nay
59885,"Nay, if there be no remedy for it, but that you will",no remedy
59885,"Nay, if there be no remedy for it, but that you will",it
59885,"Nay, if there be no remedy for it, but that you will",you
59886,"needs buy and sell men and women like beasts, we",men
59886,"needs buy and sell men and women like beasts, we",women
59886,"needs buy and sell men and women like beasts, we",beasts
59886,"needs buy and sell men and women like beasts, we",we
59887,shall have all the world drink brown and white bastard.,all the world
59887,shall have all the world drink brown and white bastard.,brown and white bastard
59888,O heavens! what stuff is here,O heavens
59888,O heavens! what stuff is here,what stuff
59889,"'Twas never merry world since, of two usuries, the",world
59889,"'Twas never merry world since, of two usuries, the",two usuries
59890,"merriest was put down, and the worser allowed by",merriest
59890,"merriest was put down, and the worser allowed by",the worser
59891,"order of law a furred gown to keep him warm, and",order
59891,"order of law a furred gown to keep him warm, and",law
59891,"order of law a furred gown to keep him warm, and",him
59892,"furred with fox and lamb-skins too, to signify, that",fox
59892,"furred with fox and lamb-skins too, to signify, that",lamb-skins
59893,"craft, being richer than innocency, stands for the facing.",craft
59893,"craft, being richer than innocency, stands for the facing.",the facing
59894,"Come your way, sir. 'Bless you, good father friar.",you
59895,"And you, good brother father. What offence hath",And you
59895,"And you, good brother father. What offence hath",good brother father
59895,"And you, good brother father. What offence hath",What offence hath
59896,"this man made you, sir?",this man
59896,"this man made you, sir?",you
59897,"Marry, sir, he hath offended the law: and, sir, we",Marry
59897,"Marry, sir, he hath offended the law: and, sir, we",he
59897,"Marry, sir, he hath offended the law: and, sir, we",the law
59898,"take him to be a thief too, sir, for we have found",him
59898,"take him to be a thief too, sir, for we have found",a thief
59898,"take him to be a thief too, sir, for we have found",we
59899,"upon him, sir, a strange picklock, which we have",him
59899,"upon him, sir, a strange picklock, which we have",sir
59899,"upon him, sir, a strange picklock, which we have",a strange picklock
59899,"upon him, sir, a strange picklock, which we have",which
59899,"upon him, sir, a strange picklock, which we have",we
59900,sent to the deputy.,the deputy
59901,"Fie, sirrah! a bawd, a wicked bawd!",Fie
59901,"Fie, sirrah! a bawd, a wicked bawd!",sirrah
59901,"Fie, sirrah! a bawd, a wicked bawd!",a bawd
59901,"Fie, sirrah! a bawd, a wicked bawd!",a wicked bawd
59902,"The evil that thou causest to be done,",The evil
59902,"The evil that thou causest to be done,",that
59903,That is thy means to live. Do thou but think,That
59903,That is thy means to live. Do thou but think,thy means
59903,That is thy means to live. Do thou but think,thou
59904,What 'tis to cram a maw or clothe a back,What
59904,What 'tis to cram a maw or clothe a back,a maw
59905,"From such a filthy vice: say to thyself,",such a filthy vice
59905,"From such a filthy vice: say to thyself,",thyself
59906,From their abominable and beastly touches,their abominable and beastly touches
59907,"I drink, I eat, array myself, and live.",I
59907,"I drink, I eat, array myself, and live.",I
59908,"Canst thou believe thy living is a life,",Canst thou
59908,"Canst thou believe thy living is a life,",thy living
59908,"Canst thou believe thy living is a life,",a life
59909,"So stinkingly depending? Go mend, go mend.",mend
59910,"Indeed, it does stink in some sort, sir, but yet,",it
59910,"Indeed, it does stink in some sort, sir, but yet,",some sort
59911,"sir, I would prove--",I
59912,"Nay, if the devil have given thee proofs for sin,",Nay
59912,"Nay, if the devil have given thee proofs for sin,",the devil
59912,"Nay, if the devil have given thee proofs for sin,",thee proofs
59912,"Nay, if the devil have given thee proofs for sin,",sin
59913,"Thou wilt prove his. Take him to prison, officer:",Thou wilt
59913,"Thou wilt prove his. Take him to prison, officer:",his
59913,"Thou wilt prove his. Take him to prison, officer:",him
59913,"Thou wilt prove his. Take him to prison, officer:",prison
59913,"Thou wilt prove his. Take him to prison, officer:",officer
59914,Correction and instruction must both work,Correction
59914,Correction and instruction must both work,instruction
59915,Ere this rude beast will profit.,this rude beast
59916,"He must before the deputy, sir, he has given him",He
59916,"He must before the deputy, sir, he has given him",the deputy
59916,"He must before the deputy, sir, he has given him",he
59916,"He must before the deputy, sir, he has given him",him
59917,warning: the deputy cannot abide a whoremaster: if,the deputy
59917,warning: the deputy cannot abide a whoremaster: if,a whoremaster
59918,"he be a whoremonger, and comes before him, he were",he
59918,"he be a whoremonger, and comes before him, he were",a whoremonger
59918,"he be a whoremonger, and comes before him, he were",him
59918,"he be a whoremonger, and comes before him, he were",he
59919,as good go a mile on his errand.,his errand
59920,"That we were all, as some would seem to be,",we
59920,"That we were all, as some would seem to be,",all
59920,"That we were all, as some would seem to be,",some
59921,"From our faults, as faults from seeming, free!",our faults
59921,"From our faults, as faults from seeming, free!",faults
59922,"His neck will come to your waist,--a cord, sir.",His neck
59922,"His neck will come to your waist,--a cord, sir.","your waist,--a cord"
59923,"I spy comfort, I cry bail. Here's a gentleman and a",I
59923,"I spy comfort, I cry bail. Here's a gentleman and a",comfort
59923,"I spy comfort, I cry bail. Here's a gentleman and a",I
59923,"I spy comfort, I cry bail. Here's a gentleman and a",a gentleman
59924,friend of mine.,friend
59924,friend of mine.,mine
59925,Enter LUCIO,LUCIO
59926,"How now, noble Pompey! What, at the wheels of","How now, noble Pompey"
59926,"How now, noble Pompey! What, at the wheels of",the wheels
