line_id,sentence,entity,label
65108,"Sir John, there's one Master Brook below would fain",John,PERSON
65108,"Sir John, there's one Master Brook below would fain",one,CARDINAL
65108,"Sir John, there's one Master Brook below would fain",Brook,PERSON
65110,sent your worship a morning's draught of sack.,morning,TIME
65111,Brook is his name?,Brook,ORG
65114,Exit BARDOLPH,Exit BARDOLPH,FAC
65115,"Such Brooks are welcome to me, that o'erflow such",Brooks,PERSON
65116,"liquor. Ah, ha! Mistress Ford and Mistress Page",Ford,ORG
65116,"liquor. Ah, ha! Mistress Ford and Mistress Page",Mistress Page,ORG
65118,"Re-enter BARDOLPH, with FORD disguised",FORD,ORG
65124,Exit BARDOLPH,Exit BARDOLPH,FAC
65125,"Sir, I am a gentleman that have spent much, my name is Brook.",Brook,ORG
65126,"Good Master Brook, I desire more acquaintance of you.",Good Master Brook,ORG
65127,"Good Sir John, I sue for yours: not to charge you,",John,PERSON
65135,"if you will help to bear it, Sir John, take all, or",John,PERSON
65136,"half, for easing me of the carriage.",half,CARDINAL
65139,"Speak, good Master Brook: I shall be glad to be",Brook,PERSON
65146,"own imperfection: but, good Sir John, as you have",John,PERSON
65147,"one eye upon my follies, as you hear them unfolded,",one,CARDINAL
65153,name is Ford.,Ford,ORG
65168,"'Love like a shadow flies when substance love pursues,",Love,WORK_OF_ART
65183,"John, here is the heart of my purpose: you are a",John,PERSON
65193,"Ford's wife: use your art of wooing, win her to",Ford,ORG
65206,"her reputation, her marriage-vow, and a thousand",a thousand,CARDINAL
65208,"embattled against me. What say you to't, Sir John?",to't,ORDINAL
65208,"embattled against me. What say you to't, Sir John?",John,PERSON
65209,"Master Brook, I will first make bold with your",Brook,PERSON
65209,"Master Brook, I will first make bold with your",first,ORDINAL
65211,"gentleman, you shall, if you will, enjoy Ford's wife.",Ford,ORG
65214,"Want no money, Sir John, you shall want none.",John,PERSON
65215,"Want no Mistress Ford, Master Brook, you shall want",Master Brook,PERSON
65221,"will be forth. Come you to me at night, you shall",night,TIME
65223,"I am blest in your acquaintance. Do you know Ford,",Ford,ORG
65231,"I would you knew Ford, sir, that you might avoid him",Ford,ORG
65236,"cuckold's horns. Master Brook, thou shalt know I",Brook,PERSON
65238,lie with his wife. Come to me soon at night.,night,TIME
65239,"Ford's a knave, and I will aggravate his style,",Ford,ORG
65240,"thou, Master Brook, shalt know him for knave and",thou,GPE
65240,"thou, Master Brook, shalt know him for knave and",Master Brook,PERSON
65241,cuckold. Come to me soon at night.,night,TIME
65242,Exit,Exit,GPE
65243,What a damned Epicurean rascal is this! My heart is,Epicurean,ORG
65253,"well, Lucifer, well, Barbason, well, yet they are",Lucifer,PERSON
65253,"well, Lucifer, well, Barbason, well, yet they are",Barbason,ORG
65258,"rather trust a Fleming with my butter, Parson Hugh",Fleming,ORG
65258,"rather trust a Fleming with my butter, Parson Hugh",Parson Hugh,PERSON
65259,"the Welshman with my cheese, an Irishman with my",Welshman,PERSON
65259,"the Welshman with my cheese, an Irishman with my",Irishman,NORP
65260,"aqua-vitae bottle, or a thief to walk my ambling",aqua-vitae bottle,ORG
65265,praised for my jealousy! Eleven o'clock the hour.,Eleven o'clock the hour,TIME
65267,"Falstaff, and laugh at Page. I will about it,",Page,ORG
65268,better three hours too soon than a minute too late.,three hours,TIME
65270,Exit,Exit,GPE
65271,SCENE III. A field near Windsor.,Windsor,GPE
65273,Jack Rugby!,Jack Rugby,PERSON
65275,"Vat is de clock, Jack?",Vat,PERSON
65275,"Vat is de clock, Jack?",Jack,PERSON
65276,"'Tis past the hour, sir, that Sir Hugh promised to meet.",Hugh,PERSON
65279,"Jack Rugby, he is dead already, if he be come.",Jack Rugby,PERSON
65283,"Take your rapier, Jack, I vill tell you how I vill kill him.",Jack,PERSON
65285,"Villany, take your rapier.",Villany,GPE
65287,"Enter Host, SHALLOW, SLENDER, and PAGE",Enter Host,PERSON
65287,"Enter Host, SHALLOW, SLENDER, and PAGE",SLENDER,ORG
65287,"Enter Host, SHALLOW, SLENDER, and PAGE",PAGE,ORG
65289,"Save you, Master Doctor Caius!",Caius,PERSON
65292,"Vat be all you, one, two, tree, four, come for?",Vat,PERSON
65292,"Vat be all you, one, two, tree, four, come for?",one,CARDINAL
65292,"Vat be all you, one, two, tree, four, come for?",two,CARDINAL
65292,"Vat be all you, one, two, tree, four, come for?",four,CARDINAL
65296,"distance, thy montant. Is he dead, my Ethiopian? is",Ethiopian,NORP
65297,"he dead, my Francisco? ha, bully! What says my",Francisco,PERSON
65298,AEsculapius? my Galen? my heart of elder? ha! is,Galen,PERSON
65300,"By gar, he is de coward Jack priest of de vorld, he",Jack,PERSON
65302,"Thou art a Castalion-King-Urinal. Hector of Greece, my boy!",Greece,GPE
65303,"I pray you, bear vitness that me have stay six or",six,CARDINAL
65304,"seven, two, tree hours for him, and he is no come.",seven,CARDINAL
65304,"seven, two, tree hours for him, and he is no come.",two,CARDINAL
65308,"Is it not true, Master Page?",Page,PERSON
65311,"Bodykins, Master Page, though I now be old and of",Bodykins,PERSON
65311,"Bodykins, Master Page, though I now be old and of",Page,PERSON
65314,"churchmen, Master Page, we have some salt of our",Page,PERSON
65315,"youth in us, we are the sons of women, Master Page.",Page,PERSON
65317,"It will be found so, Master Page. Master Doctor",Page,PERSON
65320,"physician, and Sir Hugh hath shown himself a wise",Hugh,PERSON
65322,"Pardon, guest-justice. A word, Mounseur Mockwater.",Mounseur Mockwater,PERSON
65324,"Mock-water, in our English tongue, is valour, bully.",English,LANGUAGE
65329,Clapper-de-claw! vat is dat?,Clapper-de-claw,ORG
65335,"And, moreover, bully,--but first, master guest, and",first,ORDINAL
65336,"Master Page, and eke Cavaleiro Slender, go you",Page,PERSON
65336,"Master Page, and eke Cavaleiro Slender, go you",Cavaleiro Slender,PERSON
65337,through the town to Frogmore.,Frogmore,GPE
65339,"Sir Hugh is there, is he?",Hugh,PERSON
65344,"Exeunt PAGE, SHALLOW, and SLENDER",SLENDER,ORG
65346,jack-an-ape to Anne Page.,jack-an-ape,PERSON
65346,jack-an-ape to Anne Page.,Anne Page,PERSON
65349,through Frogmore: I will bring thee where Mistress,Frogmore,PERSON
65350,"Anne Page is, at a farm-house a-feasting, and thou",Anne Page,PERSON
65350,"Anne Page is, at a farm-house a-feasting, and thou",thou,GPE
65353,"and I shall procure-a you de good guest, de earl,",de earl,PERSON
65355,For the which I will be thy adversary toward Anne,Anne,PERSON
65357,"By gar, 'tis good, vell said.",vell,ORG
65359,"Come at my heels, Jack Rugby.",Jack Rugby,PERSON
65362,SCENE I. A field near Frogmore.,Frogmore,GPE
65363,Enter SIR HUGH EVANS and SIMPLE,HUGH EVANS,PERSON
65364,"I pray you now, good master Slender's serving-man,",Slender,PERSON
65366,"looked for Master Caius, that calls himself doctor of physic?",Caius,PERSON
65367,"Marry, sir, the pittie-ward, the park-ward, every",Marry,PERSON
65373,Exit,Exit,GPE
65383,And a thousand fragrant posies.,a thousand,CARDINAL
65387,Melodious birds sing madrigals--,madrigals--,PERSON
65389,And a thousand vagram posies.,thousand,CARDINAL
65392,"Yonder he is coming, this way, Sir Hugh.",Yonder,GPE
65392,"Yonder he is coming, this way, Sir Hugh.",Hugh,PERSON
65398,"Shallow, and another gentleman, from Frogmore, over",Frogmore,GPE
65401,"Enter PAGE, SHALLOW, and SLENDER",SLENDER,ORG
65402,"How now, master Parson! Good morrow, good Sir Hugh.",Parson,PERSON
65402,"How now, master Parson! Good morrow, good Sir Hugh.",Hugh,PERSON
65405,"[Aside]  Ah, sweet Anne Page!",Anne Page,PERSON
65406,"'Save you, good Sir Hugh!",Hugh,PERSON
65409,"both, master parson?",parson,PERSON
65415,"Yonder is a most reverend gentleman, who, belike",Yonder,ORG
65423,"I think you know him, Master Doctor Caius, the",Caius,PERSON
65424,renowned French physician.,French,NORP
65428,"He has no more knowledge in Hibocrates and Galen,",Hibocrates,GPE
65428,"He has no more knowledge in Hibocrates and Galen,",Galen,GPE
65432,[Aside]  O sweet Anne Page!,Anne Page,PERSON
65434,here comes Doctor Caius.,Caius,PERSON
65435,"Enter Host, DOCTOR CAIUS, and RUGBY",Enter Host,PERSON
65439,their limbs whole and hack our English.,English,LANGUAGE
65444,"By gar, you are de coward, de Jack dog, John ape.",de Jack dog,PERSON
65444,"By gar, you are de coward, de Jack dog, John ape.",John ape,PERSON
65447,"in friendship, and I will one way or other make you amends.",one,CARDINAL
65451,"Diable! Jack Rugby,--mine host de Jarteer,--have I",Jack,PERSON
65451,"Diable! Jack Rugby,--mine host de Jarteer,--have I","de Jarteer,--have",PERSON
65454,"As I am a Christians soul now, look you, this is the",Christians,NORP
65457,"Peace, I say, Gallia and Gaul, French and Welsh,",Gallia,PERSON
65457,"Peace, I say, Gallia and Gaul, French and Welsh,",Gaul,GPE
65457,"Peace, I say, Gallia and Gaul, French and Welsh,",French,NORP
65457,"Peace, I say, Gallia and Gaul, French and Welsh,",Welsh,PERSON
65461,politic? am I subtle? am I a Machiavel? Shall I,Machiavel,ORG
65473,[Aside]  O sweet Anne Page!,Anne Page,PERSON
65474,"Exeunt SHALLOW, SLENDER, PAGE, and Host",SLENDER,ORG
65474,"Exeunt SHALLOW, SLENDER, PAGE, and Host",PAGE,ORG
65474,"Exeunt SHALLOW, SLENDER, PAGE, and Host",Host,ORG
65482,"where is Anne Page, by gar, he deceive me too.",Anne Page,PERSON
65487,"Nay, keep your way, little gallant, you were wont to",Nay,ORG
65493,Enter FORD,FORD,ORG
65494,"Well met, Mistress Page. Whither go you?",Mistress Page,ORG
65498,you two would marry.,two,CARDINAL
65499,"Be sure of that,--two other husbands.","that,--two",CARDINAL
65501,I cannot tell what the dickens his name is my,dickens,PERSON
65504,Sir John Falstaff.,John Falstaff,PERSON
65505,Sir John Falstaff!,John Falstaff,PERSON
65514,"Why, this boy will carry a letter twenty mile, as",twenty mile,QUANTITY
65515,easy as a cannon will shoot point-blank twelve,twelve,CARDINAL
65518,"going to my wife, and Falstaff's boy with her. A",Falstaff,GPE
65524,"Mistress Page, divulge Page himself for a secure and",Page,PERSON
65525,"wilful Actaeon, and to these violent proceedings all",Actaeon,ORG
65527,Clock heard,Clock,ORG
65531,positive as the earth is firm that Falstaff is,Falstaff,GPE
65533,"Enter PAGE, SHALLOW, SLENDER, Host, SIR HUGH EVANS, DOCTOR CAIUS, and RUGBY",SLENDER,ORG
65533,"Enter PAGE, SHALLOW, SLENDER, Host, SIR HUGH EVANS, DOCTOR CAIUS, and RUGBY",HUGH EVANS,PERSON
65533,"Enter PAGE, SHALLOW, SLENDER, Host, SIR HUGH EVANS, DOCTOR CAIUS, and RUGBY",DOCTOR CAIUS,ORG
65534,"Well met, Master Ford.",Ford,PERSON
65537,"I must excuse myself, Master Ford.",Ford,PERSON
65541,We have lingered about a match between Anne Page and,Anne Page,PERSON
65542,"my cousin Slender, and this day we shall have our answer.",Slender,PERSON
65542,"my cousin Slender, and this day we shall have our answer.",this day,DATE
65543,"I hope I have your good will, father Page.",Page,PERSON
65544,"You have, Master Slender, I stand wholly for you:",Slender,PERSON
65547,Quickly tell me so mush.,mush,PERSON
65548,"What say you to young Master Fenton? he capers, he",Fenton,PERSON
65550,"speaks holiday, he smells April and May: he will",April,DATE
65563,"you shall go, so shall you, Master Page, and you, Sir Hugh.",Page,PERSON
65563,"you shall go, so shall you, Master Page, and you, Sir Hugh.",Hugh,PERSON
65565,at Master Page's.,Page,PERSON
65566,"Exeunt SHALLOW, and SLENDER",SLENDER,ORG
65567,"Go home, John Rugby, I come anon.",John Rugby,PERSON
65571,Exit,Exit,GPE
65572,[Aside]  I think I shall drink in pipe wine first,first,ORDINAL
65576,SCENE III. A room in FORD'S house.,FORD,ORG
65577,Enter MISTRESS FORD and MISTRESS PAGE,FORD,ORG
65578,"What, John! What, Robert!",John,PERSON
65578,"What, John! What, Robert!",Robert,PERSON
65580,"I warrant. What, Robin, I say!",Robin,PERSON
65585,"Marry, as I told you before, John and Robert, be",Marry,PERSON
65585,"Marry, as I told you before, John and Robert, be",John,PERSON
65585,"Marry, as I told you before, John and Robert, be",Robert,PERSON
65590,"it among the whitsters in Datchet-mead, and there",Datchet,PERSON
65596,Here comes little Robin.,Robin,PERSON
65599,"My master, Sir John, is come in at your back-door,",John,PERSON
65600,"Mistress Ford, and requests your company.",Ford,ORG
65601,"You little Jack-a-Lent, have you been true to us?",Jack,PERSON
65608,and hose. I'll go hide me.,hose,PERSON
65613,Exit,Exit,GPE
65616,turtles from jays.,jays,GPE
65618,"Have I caught thee, my heavenly jewel? Why, now let",jewel,PERSON
65621,O sweet Sir John!,John,PERSON
65622,"Mistress Ford, I cannot cog, I cannot prate,",Ford,ORG
65623,Mistress Ford. Now shall I sin in my wish: I would,Ford,ORG
65626,"I your lady, Sir John! alas, I should be a pitiful lady!",John,PERSON
65627,Let the court of France show me such another. I see,France,GPE
65631,Venetian admittance.,Venetian,NORP
65632,"A plain kerchief, Sir John: my brows become nothing",John,PERSON
65634,"By the Lord, thou art a traitor to say so: thou",thou,GPE
65638,"what thou wert, if Fortune thy foe were not, Nature",Fortune thy foe,WORK_OF_ART
65639,"thy friend. Come, thou canst not hide it.",thou,GPE
65645,"women in men's apparel, and smell like Bucklersbury",Bucklersbury,ORG
65648,"Do not betray me, sir. I fear you love Mistress Page.",Mistress Page,ORG
65649,Thou mightst as well say I love to walk by the,Thou,PERSON
65650,"Counter-gate, which is as hateful to me as the reek",Counter-gate,ORG
65657,"[Within]  Mistress Ford, Mistress Ford! here's",Ford,ORG
65667,"What's the matter, good Mistress Page?",Mistress Page,ORG
65668,"O well-a-day, Mistress Ford! having an honest man",Ford,ORG
65675,"officers in Windsor, to search for a gentleman that",Windsor,GPE
65681,"with half Windsor at his heels, to search for such a",half,CARDINAL
65698,--send him by your two men to Datchet-mead.,two,CARDINAL
65698,--send him by your two men to Datchet-mead.,Datchet,PERSON
65703,"What, Sir John Falstaff! Are these your letters, knight?",John Falstaff,PERSON
65705,I'll never--,never--,ORG
65708,Mistress Ford. You dissembling knight!,Ford,PERSON
65709,"What, John! Robert! John!",John,PERSON
65709,"What, John! Robert! John!",Robert,PERSON
65709,"What, John! Robert! John!",John,PERSON
65714,"the laundress in Datchet-meat, quickly, come.",Datchet,PERSON
65715,"Enter FORD, PAGE, DOCTOR CAIUS, and SIR HUGH EVANS",FORD,ORG
65715,"Enter FORD, PAGE, DOCTOR CAIUS, and SIR HUGH EVANS",PAGE,ORG
65715,"Enter FORD, PAGE, DOCTOR CAIUS, and SIR HUGH EVANS",HUGH EVANS,PERSON
65722,Buck! I would I could wash myself of the buck!,Buck,PERSON
65723,"Buck, buck, buck! Ay, buck, I warrant you, buck,",Buck,PERSON
65729,we'll unkennel the fox. Let me stop this way first.,first,ORDINAL
65732,"Good Master Ford, be contented: you wrong yourself too much.",Ford,PERSON
65733,"True, Master Page. Up, gentlemen: you shall see",Page,PERSON
65735,Exit,Exit,GPE
65737,"By gar, 'tis no the fashion of France, it is not",France,GPE
65738,jealous in France.,France,GPE
65740,"Exeunt PAGE, DOCTOR CAIUS, and SIR HUGH EVANS",HUGH EVANS,PERSON
65743,"is deceived, or Sir John.",John,PERSON
65754,more tricks with Falstaff: his dissolute disease will,Falstaff,GPE
65761,"eight o'clock, to have amends.",eight o'clock,TIME
65762,"Re-enter FORD, PAGE, DOCTOR CAIUS, and SIR HUGH EVANS",FORD,ORG
65762,"Re-enter FORD, PAGE, DOCTOR CAIUS, and SIR HUGH EVANS",PAGE,ORG
65762,"Re-enter FORD, PAGE, DOCTOR CAIUS, and SIR HUGH EVANS",HUGH EVANS,PERSON
65765,[Aside to MISTRESS FORD]  Heard you that?,FORD,ORG
65766,"You use me well, Master Ford, do you?",Ford,PERSON
65770,"You do yourself mighty wrong, Master Ford.",Ford,PERSON
65774,heaven forgive my sins at the day of judgment!,the day,DATE
65776,"Fie, fie, Master Ford! are you not ashamed? What",Ford,PERSON
65779,wealth of Windsor Castle.,Windsor Castle,FAC
65780,"'Tis my fault, Master Page: I suffer for it.",Page,PERSON
65782,honest a 'omans as I will desires among five,five,CARDINAL
65783,"thousand, and five hundred too.",thousand,CARDINAL
65783,"thousand, and five hundred too.",five hundred,CARDINAL
65788,"wife, come, Mistress Page. I pray you, pardon me,",Mistress Page,ORG
65789,"pray heartily, pardon me.",pray heartily,PERSON
65791,him. I do invite you to-morrow morning to my house,morning,TIME
65793,have a fine hawk for the bush. Shall it be so?,bush,PERSON
65795,"If there is one, I shall make two in the company.",two,CARDINAL
65796,"If dere be one or two, I shall make-a the turd.",one,CARDINAL
65796,"If dere be one or two, I shall make-a the turd.",two,CARDINAL
65797,"Pray you, go, Master Page.",Page,PERSON
65798,"I pray you now, remembrance tomorrow on the lousy",tomorrow,DATE
65803,SCENE IV. A room in PAGE'S house.,PAGE,ORG
65804,Enter FENTON and ANNE PAGE,ANNE PAGE,PERSON
65806,"Therefore no more turn me to him, sweet Nan.",Nan,PERSON
65809,"He doth object I am too great of birth--,",birth--,GPE
65818,Albeit I will confess thy father's wealth,Albeit,GPE
65819,"Was the first motive that I woo'd thee, Anne:",first,ORDINAL
65819,"Was the first motive that I woo'd thee, Anne:",Anne,PERSON
65824,"Gentle Master Fenton,",Fenton,PERSON
65829,"Enter SHALLOW, SLENDER, and MISTRESS QUICKLY",SLENDER,ORG
65837,"Hark ye, Master Slender would speak a word with you.",Slender,PERSON
65842,Looks handsome in three hundred pounds a-year!,three hundred pounds,QUANTITY
65843,"And how does good Master Fenton? Pray you, a word with you.",Fenton,PERSON
65844,"She's coming, to her, coz. O boy, thou hadst a father!",thou,GPE
65845,"I had a father, Mistress Anne, my uncle can tell you",Mistress Anne,PERSON
65847,"Anne the jest, how my father stole two geese out of",two,CARDINAL
65847,"Anne the jest, how my father stole two geese out of",geese,NORP
65855,He will make you a hundred and fifty pounds jointure.,a hundred and fifty pounds,QUANTITY
65857,"Marry, I thank you for it, I thank you for that good",Marry,PERSON
65865,"I mean, Master Slender, what would you with me?",Slender,PERSON
65872,"Now, Master Slender: love him, daughter Anne.",Slender,PERSON
65872,"Now, Master Slender: love him, daughter Anne.",Anne,PERSON
65873,"Why, how now! what does Master Fenton here?",Fenton,PERSON
65876,"Nay, Master Page, be not impatient.",Page,PERSON
65877,"Good Master Fenton, come not to my child.",Good Master Fenton,ORG
65880,"No, good Master Fenton.",Fenton,PERSON
65881,"Come, Master Shallow, come, son Slender, in.",Slender,PERSON
65882,"Knowing my mind, you wrong me, Master Fenton.",Fenton,PERSON
65883,"Exeunt PAGE, SHALLOW, and SLENDER",SLENDER,ORG
65885,"Good Mistress Page, for that I love your daughter",Good Mistress Page,ORG
65895,"Come, trouble not yourself. Good Master Fenton,",Good Master Fenton,ORG
65901,"Farewell, gentle mistress: farewell, Nan.",Nan,PERSON
65902,Exeunt MISTRESS PAGE and ANNE PAGE,ANNE PAGE,PERSON
65903,"This is my doing, now: 'Nay,' said I, 'will you cast",Nay,PERSON
65905,Master Fenton:' this is my doing.,Fenton,PERSON
65907,Give my sweet Nan this ring: there's for thy pains.,Nan,PERSON
65912,"would my master had Mistress Anne, or I would",Mistress Anne,PRODUCT
65913,"Master Slender had her, or, in sooth, I would Master",Slender,PERSON
65915,"three, for so I have promised, and I'll be as good",three,CARDINAL
65917,I must of another errand to Sir John Falstaff from,John Falstaff,PERSON
65918,my two mistresses: what a beast am I to slack it!,two,CARDINAL
65919,Exit,Exit,GPE
65920,SCENE V. A room in the Garter Inn.,the Garter Inn,FAC
65925,Exit BARDOLPH,Exit BARDOLPH,FAC
65930,them to a dog for a new-year's gift. The rogues,a new-year's,DATE
65933,fifteen i' the litter: and you may know by my size,fifteen,CARDINAL
65937,"shallow,--a death that I abhor, for the water swells","shallow,--a",PERSON
65943,belly's as cold as if I had swallowed snowballs for,belly's,ORG
65948,good morrow.,morrow,DATE
65953,Exit BARDOLPH,Exit BARDOLPH,FAC
65955,"Marry, sir, I come to your worship from Mistress Ford.",Marry,PERSON
65956,"Mistress Ford! I have had ford enough, I was thrown",Ford,PERSON
65956,"Mistress Ford! I have had ford enough, I was thrown",ford,ORG
65957,"into the ford, I have my belly full of ford.",ford,ORG
65957,"into the ford, I have my belly full of ford.",ford,ORG
65958,"Alas the day! good heart, that was not her fault:",the day,DATE
65962,your heart to see it. Her husband goes this morning,this morning,TIME
65964,between eight and nine: I must carry her word,between eight and nine,CARDINAL
65967,"think what a man is: let her consider his frailty,",frailty,CARDINAL
65970,"Do so. Between nine and ten, sayest thou?",Between nine and ten,CARDINAL
65971,"Eight and nine, sir.",Eight,CARDINAL
65971,"Eight and nine, sir.",nine,CARDINAL
65974,Exit,Exit,GPE
65975,"I marvel I hear not of Master Brook, he sent me word",Master Brook,ORG
65977,Enter FORD,FORD,ORG
65979,"Now, master Brook, you come to know what hath passed",Brook,PERSON
65980,between me and Ford's wife?,Ford,ORG
65981,"That, indeed, Sir John, is my business.",John,PERSON
65982,"Master Brook, I will not lie to you: I was at her",Brook,PERSON
65983,house the hour she appointed me.,the hour,TIME
65985,"Very ill-favoredly, Master Brook.",Brook,PERSON
65987,"No, Master Brook, but the peaking Cornuto her",Brook,PERSON
65987,"No, Master Brook, but the peaking Cornuto her",Cornuto,ORG
65988,"husband, Master Brook, dwelling in a continual",Master Brook,PERSON
65999,"in one Mistress Page, gives intelligence of Ford's",one,CARDINAL
65999,"in one Mistress Page, gives intelligence of Ford's",Mistress Page,ORG
65999,"in one Mistress Page, gives intelligence of Ford's",Ford,ORG
66000,"approach, and, in her invention and Ford's wife's",Ford,ORG
66005,"napkins, that, Master Brook, there was the rankest",Master Brook,PERSON
66008,"Nay, you shall hear, Master Brook, what I have",Master Brook,PERSON
66010,"Being thus crammed in the basket, a couple of Ford's",Ford,ORG
66013,"Datchet-lane: they took me on their shoulders, met",Datchet,PERSON
66020,"mark the sequel, Master Brook: I suffered the pangs",Brook,PERSON
66021,"of three several deaths, first, an intolerable",three,CARDINAL
66021,"of three several deaths, first, an intolerable",first,ORDINAL
66023,"bell-wether, next, to be compassed, like a good",bell-wether,ORG
66032,"half stewed in grease, like a Dutch dish, to be",half,CARDINAL
66032,"half stewed in grease, like a Dutch dish, to be",Dutch,NORP
66035,"that,--hissing hot,--think of that, Master Brook.",Brook,PERSON
66039,"Master Brook, I will be thrown into Etna, as I have",Brook,PERSON
66039,"Master Brook, I will be thrown into Etna, as I have",Etna,PERSON
66040,"been into Thames, ere I will leave her thus. Her",Thames,GPE
66041,husband is this morning gone a-birding: I have,this morning,TIME
66043,"eight and nine is the hour, Master Brook.",eight and nine,CARDINAL
66043,"eight and nine is the hour, Master Brook.",the hour,TIME
66043,"eight and nine is the hour, Master Brook.",Brook,PERSON
66048,crowned with your enjoying her. Adieu. You shall,Adieu,PERSON
66049,"have her, Master Brook, Master Brook, you shall",Brook,PERSON
66049,"have her, Master Brook, Master Brook, you shall",Brook,PERSON
66050,cuckold Ford.,Ford,ORG
66051,Exit,Exit,GPE
66053,"sleep? Master Ford awake! awake, Master Ford!",Ford,PERSON
66053,"sleep? Master Ford awake! awake, Master Ford!",Ford,PERSON
66054,"there's a hole made in your best coat, Master Ford.",Ford,PERSON
66066,Exit,Exit,GPE
66070,"Is he at Master Ford's already, think'st thou?",Ford,PERSON
66073,into the water. Mistress Ford desires you to come suddenly.,Ford,ORG
66077,Enter SIR HUGH EVANS,HUGH EVANS,PERSON
66078,"How now, Sir Hugh! no school to-day?",Hugh,PERSON
66079,"No, Master Slender is let the boys leave to play.",Slender,PERSON
66081,"Sir Hugh, my husband says my son profits nothing in",Hugh,PERSON
66084,"Come hither, William, hold up your head, come.",William,PERSON
66087,"William, how many numbers is in nouns?",William,PERSON
66088,Two.,Two,CARDINAL
66091,"Peace your tattlings! What is 'fair,' William?",William,PERSON
66095,"What is 'lapis,' William?",William,PERSON
66097,"And what is 'a stone,' William?",William,PERSON
66101,"That is a good William. What is he, William, that",William,PERSON
66101,"That is a good William. What is he, William, that",William,PERSON
66104,"declined, Singulariter, nominativo, hic, haec, hoc.",Singulariter,PERSON
66110,"'Hang-hog' is Latin for bacon, I warrant you.",Latin,NORP
66112,"case, William?",William,PERSON
66114,"Remember, William, focative is caret.",William,PERSON
66116,"'Oman, forbear.",Oman,GPE
66118,"What is your genitive case plural, William?",William,PERSON
66122,Vengeance of Jenny's case! fie on her! never name,Jenny,PERSON
66128,"'Oman, art thou lunatics? hast thou no",Oman,GPE
66130,genders? Thou art as foolish Christian creatures as,Christian,NORP
66133,"Show me now, William, some declensions of your pronouns.",William,PERSON
66135,"It is qui, quae, quod: if you forget your 'quies,'",quae,GPE
66136,"your 'quaes,' and your 'quods,' you must be",quaes,PERSON
66139,"He is a good sprag memory. Farewell, Mistress Page.",Mistress Page,ORG
66140,"Adieu, good Sir Hugh.",Hugh,PERSON
66141,Exit SIR HUGH EVANS,Exit,ORG
66144,SCENE II. A room in FORD'S house.,FORD,ORG
66145,Enter FALSTAFF and MISTRESS FORD,FORD,ORG
66146,"Mistress Ford, your sorrow hath eaten up my",Ford,ORG
66149,"only, Mistress Ford, in the simple",Ford,ORG
66153,"He's a-birding, sweet Sir John.",John,PERSON
66154,"[Within]  What, ho, gossip Ford! what, ho!",ho,PERSON
66154,"[Within]  What, ho, gossip Ford! what, ho!",Ford,ORG
66154,"[Within]  What, ho, gossip Ford! what, ho!",ho,PERSON
66155,"Step into the chamber, Sir John.",John,PERSON
66168,"against all married mankind, so curses all Eve's",Eve,PERSON
66181,"How near is he, Mistress Page?",Mistress Page,ORG
66192,"Alas, three of Master Ford's brothers watch the door",three,CARDINAL
66192,"Alas, three of Master Ford's brothers watch the door",Ford,PERSON
66205,John. Unless you go out disguised--,John,PERSON
66207,"Alas the day, I know not! There is no woman's gown",the day,DATE
66212,"My maid's aunt, the fat woman of Brentford, has a",Brentford,ORG
66216,"too. Run up, Sir John.",John,PERSON
66217,"Go, go, sweet Sir John: Mistress Page and I will",John,PERSON
66223,"cannot abide the old woman of Brentford, he swears",Brentford,ORG
66235,like the witch of Brentford.,Brentford,GPE
66236,I'll first direct my men what they shall do with the,first,ORDINAL
66238,Exit,Exit,GPE
66243,"'Tis old, but true, Still swine eat all the draff.",Tis,PERSON
66244,Exit,Exit,GPE
66245,Re-enter MISTRESS FORD with two Servants,FORD,ORG
66245,Re-enter MISTRESS FORD with two Servants,two,CARDINAL
66249,Exit,Exit,GPE
66253,"Enter FORD, PAGE, SHALLOW, DOCTOR CAIUS, and SIR HUGH EVANS",FORD,ORG
66253,"Enter FORD, PAGE, SHALLOW, DOCTOR CAIUS, and SIR HUGH EVANS",PAGE,ORG
66253,"Enter FORD, PAGE, SHALLOW, DOCTOR CAIUS, and SIR HUGH EVANS",HUGH EVANS,PERSON
66254,"Ay, but if it prove true, Master Page, have you any",Page,PERSON
66261,"Why, this passes, Master Ford, you are not to go",Ford,PERSON
66264,"Indeed, Master Ford, this is not well, indeed.",Ford,PERSON
66266,Re-enter MISTRESS FORD,FORD,ORG
66267,"Come hither, Mistress Ford, Mistress Ford the honest",Ford,ORG
66282,"Master Page, as I am a man, there was one conveyed",Page,PERSON
66283,out of my house yesterday in this basket: why may,yesterday,DATE
66286,Pluck me out all the linen.,Pluck,PERSON
66289,"By my fidelity, this is not well, Master Ford, this",Ford,PERSON
66291,"Master Ford, you must pray, and not follow the",Ford,PERSON
66298,"me, 'As jealous as Ford, Chat searched a hollow",Ford,ORG
66299,"walnut for his wife's leman.' Satisfy me once more,",Satisfy,PERSON
66301,"What, ho, Mistress Page! come you and the old woman",ho,PERSON
66304,"Nay, it is my maid's aunt of Brentford.",Brentford,GPE
66313,"Nay, good, sweet husband! Good gentlemen, let him",Nay,ORG
66316,"Come, Mother Prat, come, give me your hand.",Mother Prat,PERSON
