line_id,sentence,word,chosen_synset,definition
67695,For I upon this bank will rest my head.,bank,bank.n.05,a supply or stock held in reserve for future use (especially in emergencies)
67731,"And here the maiden, sleeping sound,",sound,sound.n.01,the particular auditory effect produced by a given cause
67814,"What, out of hearing? gone? no sound, no word?",sound,sound.n.02,the subjective sensation of hearing something
67867,Doth the moon shine that night we play our play?,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
67872,"chamber window, where we play, open, and the moon",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
67894,"What, a play toward! I'll be an auditor,",play,play.v.02,act or have an effect in a specified way or with a specific effect or outcome
67925,"I'll follow you, I'll lead you about a round,",lead,lead.n.01,an advantage held by a competitor in a race
67998,"And light them at the fiery glow-worm's eyes,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
68025,"Come, wait upon him, lead him to my bower.",lead,run.v.23,cause something to pass or lead somewhere
68045,Were met together to rehearse a play,play,gambling.n.01,the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
68175,"Will even weigh, and both as light as tales.",light,light.n.02,any device serving as a source of illumination
68226,"Mine ear, I thank it, brought me to thy sound",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
68232,Than all you fiery oes and eyes of light.,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
68419,And lead these testy rivals so astray,lead,lead.n.05,the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile)
68424,"And from each other look thou lead them thus,",lead,lead.n.05,the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile)
68447,They willfully themselves exile from light,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
68459,I will lead them up and down:,lead,lead.n.05,the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile)
68461,"Goblin, lead them up and down.",lead,lead.n.05,the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile)
68491,"For if but once thou show me thy grey light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
68529,Sleep sound:,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
68640,"Sound, music! Come, my queen, take hands with me,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
68782,"latter end of a play, before the duke:",play,gambling.n.01,the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
68791,"If he come not, then the play is marred: it goes",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
68824,"play is preferred. In any case, let Thisby have",play,play.n.05,a state in which action is feasible
68873,"What revels are in hand? Is there no play,",play,play.n.05,a state in which action is feasible
68903,"A play there is, my lord, some ten words long,",play,play.n.05,a state in which action is feasible
68904,"Which is as brief as I have known a play,",play,play.n.05,a state in which action is feasible
68906,"Which makes it tedious, for in all the play",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
68913,What are they that do play it?,play,play.n.08,activity by children that is guided more by imagination than by fixed rules
68917,"With this same play, against your nuptial.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
68925,"I will hear that play,",play,play.n.08,activity by children that is guided more by imagination than by fixed rules
68971,"on a recorder, a sound, but not in government.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
69097,"It appears, by his small light of discretion, that",light,light.a.03,of the military or industry; using (or being) relatively small or light arms or equipment
69153,"Tongue, lose thy light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
69165,her passion ends the play.,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
69206,"No epilogue, I pray you, for your play needs no",play,play.n.01,a dramatic work intended for performance by actors on a stage
69219,This palpable-gross play hath well beguiled,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
69246,"Through the house give gathering light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
69249,"Hop as light as bird from brier,",light,light.n.02,any device serving as a source of illumination
69440,Please it your grace lead on?,lead,run.v.23,cause something to pass or lead somewhere
69461,"with a sad brow? or do you play the flouting Jack,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
69726,You may light on a husband that hath no beard.,light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
69733,"sixpence in earnest of the bear-ward, and lead his",lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
69838,"Nay, if they lead to any ill, I will leave them at",lead,run.v.23,cause something to pass or lead somewhere
70515,"him, he hath a heart as sound as a bell and his",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
70831,"and the right wife, otherwise 'tis light, and not",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
70838,"Clap's into 'Light o' love,' that goes without a",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
70840,"Ye light o' love, with your heels! then, if your",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
71065,"Come, let us go. These things, come thus to light,",light,alight.v.01,"to come to rest, settle"
71213,The smallest twine may lead me.,lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
71528,"By this light, he changes more and more: I think",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
71618,to light: who in the night overheard me confessing,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
71832,"Now, music, sound, and sing your solemn hymn.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
71909,When he would play the noble beast in love.,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
71960,"Come, I will have thee, but, by this light, I take",light,light.a.06,characterized by or emitting light
71989,"First, of my word, therefore play, music. Prince,",play,play.n.02,a theatrical performance of a drama
72144,I thus would play and trifle with your reverence:,play,maneuver.n.03,a deliberate coordinated movement requiring dexterity and skill
72157,"Light, I say! light!",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
72168,"To lead their business: in which regard,",lead,spark_advance.n.01,the timing of ignition relative to the position of the piston in an internal-combustion engine
72173,"Lead to the Sagittary the raised search,",lead,lead.n.09,(baseball) the position taken by a base runner preparing to advance to the next base
72198,"Pray you, lead on. At every house I'll call,",lead,run.v.23,cause something to pass or lead somewhere
72528,"Light on the man! Come hither, gentle mistress:",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
72623,"For she is with me: no, when light-wing'd toys",light,unaccented.s.01,(used of vowels or syllables) pronounced with little or no stress
72764,Must bring this monstrous birth to the world's light.,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
72907,You rise to play and go to bed to work.,play,play.n.01,a dramatic work intended for performance by actors on a stage
72967,"oft, which now again you are most apt to play the",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
73327,"Holds his soul light, he dies upon his motion.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
73362,"Assays to lead the way: if I once stir,",lead,lead.n.09,(baseball) the position taken by a base runner preparing to advance to the next base
73405,"Making it light to Cassio. Cassio, I love thee",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
73413,Lead him off.,lead,run.v.23,cause something to pass or lead somewhere
73495,And what's he then that says I play the villain?,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
73506,Even as her appetite shall play the god,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
73555,"Masters, play here, I will content your pains,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
74006,And let him find it. Trifles light as air,light,light.n.02,any device serving as a source of illumination
74100,"Which lead directly to the door of truth,",lead,spark_advance.n.01,the timing of ignition relative to the position of the piston in an internal-combustion engine
74545,"Poor Cassio's smiles, gestures and light behavior,",light,easy.s.08,casual and unrestrained in sexual behavior
74578,I was the other day talking on the sea-bank with,bank,savings_bank.n.02,a container (usually with a slot in the top) for keeping money at home
74732,Are his wits safe? is he not light of brain?,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
74934,"Good friend, go to him, for, by this light of heaven,",light,light.s.14,designed for ease of movement or to carry little weight
75108,"No, by this heavenly light!",light,light.a.06,characterized by or emitting light
75109,"Nor I neither by this heavenly light,",light,light.a.06,characterized by or emitting light
75192,"O, help, ho! light! a surgeon!",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
75211,"Re-enter IAGO, with a light",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
75212,"Here's one comes in his shirt, with light and weapons.",light,light.s.03,(used of soil) loose and large-grained in consistency
75245,"Light, gentlemen, I'll bind it with my shirt.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
75261,Lend me a light. Know we this face or no?,light,light.n.03,a particular perspective or aspect of a situation
75319,a light burning.,light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
75327,"Put out the light, and then put out the light:",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
75329,"I can again thy former light restore,",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
75330,"Should I repent me: but once put out thy light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
75333,"That can thy light relume. When I have pluck'd the rose,",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
75618,"Hark, canst thou hear me? I will play the swan.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
75781,"Waste it for you, like taper-light.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
75799,In marriage-pleasures play-fellow:,play,play.v.15,"put (a card or piece) into play during a game, or act strategically as if in a card game"
75889,"Fair glass of light, I loved you, and could still,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
75953,Will shun no course to keep them from the light.,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
76122,Day serves not light more faithful than I'll be.,light,light.a.14,"(physics, chemistry) not having atomic weight greater than average"
76157,"He would depart, I'll give some light unto you.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
76196,Our tongues and sorrows do sound deep,sound,heavy.s.20,(of sleep) deep and complete
76406,"For them to play upon, entreats you pity him:",play,gambling.n.01,the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
76631,"The which hath fire in darkness, none in light:",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
76653,"Which make a sound, but kill'd are wonder'd at.",sound,sound.v.02,make a certain noise or sound
76796,Or never more to view nor day nor light.,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
76922,"And every one with claps can sound,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
77013,"No light, no fire: the unfriendly elements",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
77150,"Cause it to sound, beseech you.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
77277,"The cambric, which she made more sound",sound,sound.n.01,the particular auditory effect produced by a given cause
77501,"You are light into my hands, where you are like to live.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
77596,"Unless you play the pious innocent,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
77598,'She died by foul play.',play,play.n.01,a dramatic work intended for performance by actors on a stage
77691,"By Lady Fortune, while our scene must play",play,play.n.01,a dramatic work intended for performance by actors on a stage
77732,resorters stand upon sound legs. How now!,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
78381,"To hear the rest untold: sir, lead's the way.",lead,lead.n.09,(baseball) the position taken by a base runner preparing to advance to the next base
78401,New joy wait on you! Here our play has ending.,play,play.v.03,play on an instrument
78488,"And when I mount, alive may I not light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
78600,"Or sound so base a parle, my teeth shall tear",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
78701,"The trumpets sound, and KING RICHARD enters with  his nobles, JOHN OF GAUNT, BUSHY, BAGOT, GREEN, and  others. When they are set, enter THOMAS MOWBRAY in arms, defendant, with a Herald",sound,fathom.v.02,measure the depth of (a body of water) with a sounding line
78721,"The trumpets sound. Enter HENRY BOLINGBROKE, appellant, in armour, with a Herald",sound,fathom.v.02,measure the depth of (a body of water) with a sounding line
78813,"Sound, trumpets, and set forward, combatants.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
78818,Withdraw with us: and let the trumpets sound,sound,fathom.v.02,measure the depth of (a body of water) with a sounding line
78874,"Then thus I turn me from my country's light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
78922,My oil-dried lamp and time-bewasted light,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
78995,The man that mocks at it and sets it light.,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
79058,"And liberal largess, are grown somewhat light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
79103,"Lascivious metres, to whose venom sound",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
79122,"Light vanity, insatiate cormorant,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
79169,Can sick men play so nicely with their names?,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
79853,"And darts his light through every guilty hole,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
80010,"I play the torturer, by small and small",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
80017,"Beshrew thee, cousin, which didst lead me forth",lead,lead.n.07,(sports) the score by which a team or individual is winning
80206,"Or shall we play the wantons with our woes,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
80264,"Madam, we'll play at bowls.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
80342,How dares thy harsh rude tongue sound this unpleasing news?,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
80354,"And some few vanities that make him light,",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
80360,"Nimble mischance, that art so light of foot,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
80374,"I'll set a bank of rue, sour herb of grace:",bank,bank.n.01,sloping land (especially the slope beside a body of water)
81065,"This fester'd joint cut off, the rest rest sound,",sound,sound.v.03,give off a certain sound or sounds
81182,"Thus play I in one person many people,",play,play.v.15,"put (a card or piece) into play during a game, or act strategically as if in a card game"
81207,"Now sir, the sound that tells what hour it is",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
81213,"This music mads me, let it sound no more,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
81330,And never show thy head by day nor light.,light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
81536,"Prodigious, and untimely brought to light,",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
82152,"And seem a saint, when most I play the devil.",play,play.n.17,the act using a sword (or other weapon) vigorously and skillfully
82911,"The trumpets sound. Enter the young PRINCE EDWARD, GLOUCESTER, BUCKINGHAM, CARDINAL, CATESBY, and others",sound,sound.n.01,the particular auditory effect produced by a given cause
83035,"A gentle cousin, were it light enough.",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
83036,"O, then, I see, you will part but with light gifts,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
83089,"And, as it were far off sound thou Lord Hastings,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
83408,"Come, lead me to the block, bear him my head.",lead,lead.n.09,(baseball) the position taken by a base runner preparing to advance to the next base
83510,"Fear not, my lord, I'll play the orator",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
83598,"Play the maid's part, still answer nay, and take it.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
83934,"O Buckingham, now do I play the touch,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
84027,The late demand that you did sound me in.,sound,sound.n.01,the particular auditory effect produced by a given cause
84210,"And the beholders of this tragic play,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
84488,"And lead thy daughter to a conqueror's bed,",lead,lead.n.02,a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey
84562,"Day, yield me not thy light, nor, night, thy rest!",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
84603,Some light-foot friend post to the Duke of Norfolk:,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
84821,Call for some men of sound direction,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
84879,"Look that my staves be sound, and not too heavy.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
85074,"Under our tents I'll play the eaves-dropper,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
85125,"Sound drums and trumpets boldly and cheerfully,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
85152,"I will lead forth my soldiers to the plain,",lead,lead.n.09,(baseball) the position taken by a base runner preparing to advance to the next base
85187,"And who doth lead them but a paltry fellow,",lead,lead.n.02,a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey
85438,"Away from the light steals home my heavy son,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
85485,"Feather of lead, bright smoke, cold fire,",lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
85577,Earth-treading stars that make dark heaven light:,light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
85791,"Being but heavy, I will bear the light.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
85794,With nimble soles: I have a soul of lead,lead,lead.n.15,mixture of graphite with clay in different degrees of hardness; the marking substance in a pencil
85799,"To soar with his light feathers, and so bound,",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
85814,A torch for me: let wantons light of heart,light,light.n.02,any device serving as a source of illumination
85927,"You are welcome, gentlemen! come, musicians, play.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
85930,"More light, you knaves, and turn the tables up,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
85996,"Be quiet, or--More light, more light! For shame!",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
86135,"But, soft! what light through yonder window breaks?",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
86196,"Of that tongue's utterance, yet I know the sound:",sound,sound.n.02,the subjective sensation of hearing something
86203,"With love's light wings did I o'er-perch these walls,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
86236,And therefore thou mayst think my 'havior light:,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
86242,"And not impute this yielding to light love,",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
86301,"A thousand times the worse, to want thy light.",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
86314,"How silver-sweet sound lovers' tongues by night,",sound,sound.v.04,announce by means of a sound
86349,"Chequering the eastern clouds with streaks of light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
86610,"but first let me tell ye, if ye should lead her into",lead,lead.n.02,a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey
86682,"Unwieldy, slow, heavy and pale as lead.",lead,lead.n.02,a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull grey
86767,"Here comes the lady: O, so light a foot",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
86771,"And yet not fall, so light is vanity.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
87083,"Then, dreadful trumpet, sound the general doom!",sound,sound.n.01,the particular auditory effect produced by a given cause
87144,"In that word's death, no words can that woe sound.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
87388,"Farewell, my lord. Light to my chamber, ho!",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
87406,"Yon light is not day-light, I know it, I:",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
87409,And light thee on thy way to Mantua:,light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
87429,"O, now be gone, more light and light it grows.",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
87430,"More light and light, more dark and dark our woes!",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
87586,"Day, night, hour, tide, time, work, play,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
87728,"Shall play the umpire, arbitrating that",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
87842,"I'll play the housewife for this once. What, ho!",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
87845,"Against to-morrow: my heart is wondrous light,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
87904,And madly play with my forefather's joints?,play,maneuver.n.03,a deliberate coordinated movement requiring dexterity and skill
87963,"Marry, and amen, how sound is she asleep!",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88066,"ease:' O, an you will have me live, play 'Heart's ease.'",play,play.v.02,act or have an effect in a specified way or with a specific effect or outcome
88069,"heart is full of woe:' O, play me some merry dump,",play,play.n.02,a theatrical performance of a drama
88071,"Not a dump we, 'tis no time to play now.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
88090,why 'silver sound'? why 'music with her silver,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88091,"sound'? What say you, Simon Catling?",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88092,"Marry, sir, because silver hath a sweet sound.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88094,"I say 'silver sound,' because musicians sound for silver.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88098,"for you. It is 'music with her silver sound,'",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88100,'Then music with her silver sound,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88269,"Give me the light: upon thy life, I charge thee,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
88338,This vault a feasting presence full of light.,light,light.n.02,any device serving as a source of illumination
88382,"What torch is yond, that vainly lends his light",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
88438,"[Within]  Lead, boy: which way?",lead,lead.n.07,(sports) the score by which a team or individual is winning
88501,"And lead you even to death: meantime forbear,",lead,run.v.23,cause something to pass or lead somewhere
88564,"Anon comes one with light to ope the tomb,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
88647,"To make a dulcet and a heavenly sound,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
88665,"My lord, I warrant you we will play our part,",play,act.v.03,play a role or part
88695,There is a lord will hear you play to-night:,play,play.n.05,a state in which action is feasible
88799,Even as the waving sedges play with wind.,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
88879,"Are come to play a pleasant comedy,",play,gambling.n.01,the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
88883,Therefore they thought it good you hear a play,play,act.v.03,play a role or part
88886,"Marry, I will, let them play it. Is not a",play,play.n.05,a state in which action is feasible
89011,"sweet Bianca, if I can by any means light on a fit",light,light.n.01,(physics) electromagnetic radiation that can produce a visual sensation
89029,"fellows in the world, an a man could light on them,",light,light.n.07,the visual effect of illumination on objects or scenes as created in pictures
89065,"The rest will comfort, for thy counsel's sound.",sound,sound.n.01,the particular auditory effect produced by a given cause
89157,"My lord, you nod, you do not mind the play.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
89495,And for your love to her lead apes in hell.,lead,lead.n.05,the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile)
89576,"Sirrah, lead these gentlemen",lead,run.v.23,cause something to pass or lead somewhere
89680,"Too light for such a swain as you to catch,",light,light.n.02,any device serving as a source of illumination
89752,"For, by this light, whereby I see thy beauty,",light,light.a.06,characterized by or emitting light
89808,"Faith, gentlemen, now I play a merchant's part,",play,act.v.03,play a role or part
89923,"Take you your instrument, play you the whiles,",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
90190,"Hark, hark! I hear the minstrels play.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
90405,"Sound, sound, sound, sound!",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
90904,"Signior Baptista, shall I lead the way?",lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
91098,am undone! I am undone! while I play the good,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
91167,"And I, to sound the depth of this knavery.",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
91416,Play the men.,play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
91555,"What foul play had we, that we came from thence?",play,play.n.08,activity by children that is guided more by imagination than by fixed rules
91558,"By foul play, as thou say'st, were we heaved thence,",play,play.v.15,"put (a card or piece) into play during a game, or act strategically as if in a card game"
91884,"To name the bigger light, and how the less,",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
91889,"Of Sycorax, toads, beetles, bats, light on you!",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
91949,"Some god o' the island. Sitting on a bank,",bank,bank.n.06,the funds held by a gambling house or the dealer in some gambling games
91967,"This is no mortal business, nor no sound",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
92026,"I must uneasy make, lest too light winning",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
92027,Make the prize light.,light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
92078,"To whom I am subdued, are but light to me,",light,luminosity.n.01,the quality of being luminous; emitting or reflecting light
92470,"Lead off this ground, and let's make further search",lead,lead.n.05,the angle between the direction a gun is aimed and the position of a moving target (correcting for the flight time of the missile)
92474,Lead away.,lead,run.v.23,cause something to pass or lead somewhere
92485,"Nor lead me, like a firebrand, in the dark",lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
92630,"By this good light, this is a very shallow monster!",light,light.n.08,a person regarded very fondly
92636,"By this light, a most perfidious and drunken",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
92658,"I prithee now, lead the way without any more",lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
92674,O brave monster! Lead the way.,lead,lead.n.04,a position of leadership (especially in the phrase `take the lead')
92759,"O heaven, O earth, bear witness to this sound",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
92812,"and on. By this light, thou shalt be my lieutenant,",light,inner_light.n.01,a divine presence believed by Quakers to enlighten and guide the soul
92948,"The sound is going away, let's follow it, and",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
92950,"Lead, monster, we'll follow. I would I could see",lead,run.v.23,cause something to pass or lead somewhere
93004,"Such shapes, such gesture and such sound, expressing,",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
93119,As Hymen's lamps shall light you.,light,light.n.02,any device serving as a source of illumination
93209,Swears he will shoot no more but play with sparrows,play,play.n.08,activity by children that is guided more by imagination than by fixed rules
93465,And deeper than did ever plummet sound,sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
93599,"Sweet lord, you play me false.",play,playing_period.n.01,(in games or plays or other performances) the time during which play proceeds
93603,"And I would call it, fair play.",play,maneuver.n.03,a deliberate coordinated movement requiring dexterity and skill
93619,What is this maid with whom thou wast at play?,play,play.n.05,a state in which action is feasible
93633,"But, O, how oddly will it sound that I",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
93918,"Trumpets sound. Enter TIMON, addressing himself  courteously to every suitor, a Messenger from  VENTIDIUS talking with him, LUCILIUS and other servants following",sound,phone.n.02,(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language
